cfrid,year,month,scode_biom,sgroup_biom,sname_biom,totalweight_biom,timekey1,timekey2,timekey3
"37. Trapaing Veng",2015,8,68,25,"Macrognathus siamensis",18,12,12,
"37. Trapaing Veng",2015,8,99,34,"Puntius orphoides",18,12,12,
"37. Trapaing Veng",2015,8,110,24,"Ompok hypophthalmus/urbaini",4,12,12,
"37. Trapaing Veng",2015,11,4,1,"Mystus mysticetus",54,13,13,8
"37. Trapaing Veng",2015,11,9,3,"Anematichthys/Cyclocheilichthys apogon",33,13,13,8
"37. Trapaing Veng",2015,11,12,3,"Cyclocheilichthys lagleri",130.6,13,13,8
"37. Trapaing Veng",2015,11,21,6,"Labiobarbus leptocheilus",72.89999999999999,13,13,8
"37. Trapaing Veng",2015,11,24,9,"Esomus metallicus",171.8,13,13,8
"37. Trapaing Veng",2015,11,29,9,"Rasbora aurotaenia",8.6,13,13,8
"37. Trapaing Veng",2015,11,38,12,"Anabas testudineus",33.4,13,13,8
"37. Trapaing Veng",2015,11,42,13,"Clarias meladerma",309.5,13,13,8
"37. Trapaing Veng",2015,11,43,14,"Channa striata",276,13,13,8
"37. Trapaing Veng",2015,11,50,16,"Parambassis siamensis",14.4,13,13,8
"37. Trapaing Veng",2015,11,52,17,"Trichogaster microlepis",47.49999999999999,13,13,8
"37. Trapaing Veng",2015,11,59,19,"Notopterus notopterus",567.1,13,13,8
"37. Trapaing Veng",2015,11,63,21,"Xenentodon cancila",6.2,13,13,8
"37. Trapaing Veng",2015,11,68,25,"Macrognathus siamensis",51,13,13,8
"37. Trapaing Veng",2015,11,99,34,"Puntius orphoides",80.40000000000001,13,13,8
"37. Trapaing Veng",2015,11,108,38,"Paralaubuca typus",2.2,13,13,8
"37. Trapaing Veng",2015,11,110,24,"Ompok hypophthalmus/urbaini",46.8,13,13,8
"37. Trapaing Veng",2015,11,111,40,"Channa micropeltes",4.8,13,13,8
"38. Tumnub Kandole",2012,11,4,1,"Mystus mysticetus",25,1,1,1
"38. Tumnub Kandole",2012,11,7,1,"Mystus bocourti",16,1,1,1
"38. Tumnub Kandole",2012,11,8,2,"Hemibagrus spilopterus/nemurus",194,1,1,1
"38. Tumnub Kandole",2012,11,9,3,"Anematichthys/Cyclocheilichthys apogon",62,1,1,1
"38. Tumnub Kandole",2012,11,10,3,"Anematichthys repasson",254,1,1,1
"38. Tumnub Kandole",2012,11,12,3,"Cyclocheilichthys lagleri",127.5,1,1,1
"38. Tumnub Kandole",2012,11,15,4,"Barbonymus gonionotus",2,1,1,1
"38. Tumnub Kandole",2012,11,16,5,"Puntius brevis",38,1,1,1
"38. Tumnub Kandole",2012,11,17,5,"Puntius sp. (cf. masyai)",43,1,1,1
"38. Tumnub Kandole",2012,11,19,5,"Puntius rhombeus",31,1,1,1
"38. Tumnub Kandole",2012,11,21,6,"Labiobarbus leptocheilus",10,1,1,1
"38. Tumnub Kandole",2012,11,24,9,"Esomus metallicus",10,1,1,1
"38. Tumnub Kandole",2012,11,29,9,"Rasbora aurotaenia",61,1,1,1
"38. Tumnub Kandole",2012,11,43,14,"Channa striata",84,1,1,1
"38. Tumnub Kandole",2012,11,44,15,"Datnioides undecimradiatus",15,1,1,1
"38. Tumnub Kandole",2012,11,47,15,"Pristolepis fasciata",7,1,1,1
"38. Tumnub Kandole",2012,11,50,16,"Parambassis siamensis",330,1,1,1
"38. Tumnub Kandole",2012,11,58,18,"Trichopsis vittata",2,1,1,1
"38. Tumnub Kandole",2012,11,59,19,"Notopterus notopterus",40,1,1,1
"38. Tumnub Kandole",2012,11,63,21,"Xenentodon cancila",151,1,1,1
"38. Tumnub Kandole",2012,11,65,22,"Kryptopterus dissitus",0,1,1,1
"38. Tumnub Kandole",2012,11,66,22,"Kryptopterus cheveyi",4,1,1,1
"38. Tumnub Kandole",2012,11,68,25,"Macrognathus siamensis",192,1,1,1
"38. Tumnub Kandole",2012,11,69,25,"Macrognathus semiocellatus",5,1,1,1
"38. Tumnub Kandole",2012,11,72,27,"Acantopsis sp. ""large spot""",36,1,1,1
"38. Tumnub Kandole",2012,11,78,29,"Oxyeleotris marmorata",305,1,1,1
"38. Tumnub Kandole",2012,11,79,30,"Hampala macrolepidota",8,1,1,1
"38. Tumnub Kandole",2012,11,102,34,"Osteochilus vittatus/lini/hasselti",16.1,1,1,1
"38. Tumnub Kandole",2012,11,103,35,"Systomus partipentazona",0,1,1,1
"38. Tumnub Kandole",2012,11,126,10,"Clupeichthys aesarnensis",1.6,1,1,1
"38. Tumnub Kandole",2012,11,128,7,"Thynnichthys thynnoides",3.5,1,1,1
"38. Tumnub Kandole",2012,11,133,43,"Tetraodon fluviatilis",56,1,1,1
"38. Tumnub Kandole",2012,11,140,1,"Mystus wolffi",3,1,1,1
"38. Tumnub Kandole",2012,11,141,45,"Barbonymus schwanenfeldii",6,1,1,1
"38. Tumnub Kandole",2013,2,4,1,"Mystus mysticetus",2.6,2,2,
"38. Tumnub Kandole",2013,2,10,3,"Anematichthys repasson",15.4,2,2,
"38. Tumnub Kandole",2013,2,12,3,"Cyclocheilichthys lagleri",21,2,2,
"38. Tumnub Kandole",2013,2,16,5,"Puntius brevis",138.1,2,2,
"38. Tumnub Kandole",2013,2,17,5,"Puntius sp. (cf. masyai)",164.5,2,2,
"38. Tumnub Kandole",2013,2,18,5,"Puntius aurotaeniatus",45,2,2,
"38. Tumnub Kandole",2013,2,19,5,"Puntius rhombeus",15.1,2,2,
"38. Tumnub Kandole",2013,2,21,6,"Labiobarbus leptocheilus",158.1,2,2,
"38. Tumnub Kandole",2013,2,26,9,"Danio albolineatus",31.4,2,2,
"38. Tumnub Kandole",2013,2,29,9,"Rasbora aurotaenia",22.1,2,2,
"38. Tumnub Kandole",2013,2,38,12,"Anabas testudineus",32,2,2,
"38. Tumnub Kandole",2013,2,43,14,"Channa striata",257.3,2,2,
"38. Tumnub Kandole",2013,2,46,15,"Nandus oxyrhynchus",.8,2,2,
"38. Tumnub Kandole",2013,2,47,15,"Pristolepis fasciata",20.2,2,2,
"38. Tumnub Kandole",2013,2,49,16,"Parambassis wolffii",107.9,2,2,
"38. Tumnub Kandole",2013,2,50,16,"Parambassis siamensis",144.1,2,2,
"38. Tumnub Kandole",2013,2,52,17,"Trichogaster microlepis",31.8,2,2,
"38. Tumnub Kandole",2013,2,59,19,"Notopterus notopterus",162.7,2,2,
"38. Tumnub Kandole",2013,2,63,21,"Xenentodon cancila",37.5,2,2,
"38. Tumnub Kandole",2013,2,78,29,"Oxyeleotris marmorata",13.8,2,2,
"38. Tumnub Kandole",2013,2,102,34,"Osteochilus vittatus/lini/hasselti",205.4,2,2,
"38. Tumnub Kandole",2013,2,103,35,"Systomus partipentazona",5.300000000000001,2,2,
"38. Tumnub Kandole",2013,2,128,7,"Thynnichthys thynnoides",14.2,2,2,
"38. Tumnub Kandole",2013,5,1,1,"Mystus albolineatus",2.8,3,3,2
"38. Tumnub Kandole",2013,5,2,1,"Mystus singaringan",76.5,3,3,2
"38. Tumnub Kandole",2013,5,7,1,"Mystus bocourti",188.7,3,3,2
"38. Tumnub Kandole",2013,5,12,3,"Cyclocheilichthys lagleri",69,3,3,2
"38. Tumnub Kandole",2013,5,16,5,"Puntius brevis",580.5999999999999,3,3,2
"38. Tumnub Kandole",2013,5,18,5,"Puntius aurotaeniatus",52.8,3,3,2
"38. Tumnub Kandole",2013,5,21,6,"Labiobarbus leptocheilus",184.4,3,3,2
"38. Tumnub Kandole",2013,5,29,9,"Rasbora aurotaenia",66.90000000000001,3,3,2
"38. Tumnub Kandole",2013,5,49,16,"Parambassis wolffii",97.90000000000001,3,3,2
"38. Tumnub Kandole",2013,5,52,17,"Trichogaster microlepis",44.1,3,3,2
"38. Tumnub Kandole",2013,5,59,19,"Notopterus notopterus",202.6,3,3,2
"38. Tumnub Kandole",2013,5,66,22,"Kryptopterus cheveyi",7.6,3,3,2
"38. Tumnub Kandole",2013,5,99,34,"Puntius orphoides",80.7,3,3,2
"38. Tumnub Kandole",2013,5,102,34,"Osteochilus vittatus/lini/hasselti",102.1,3,3,2
"38. Tumnub Kandole",2013,5,107,38,"Oxygaster pointoni",1.5,3,3,2
"38. Tumnub Kandole",2013,5,110,24,"Ompok hypophthalmus/urbaini",59.7,3,3,2
"38. Tumnub Kandole",2013,5,128,7,"Thynnichthys thynnoides",105.9,3,3,2
"38. Tumnub Kandole",2013,8,12,3,"Cyclocheilichthys lagleri",31.9,4,4,3
"38. Tumnub Kandole",2013,8,17,5,"Puntius sp. (cf. masyai)",33.2,4,4,3
"38. Tumnub Kandole",2013,8,25,9,"Esomus longimanus",2.1,4,4,3
"38. Tumnub Kandole",2013,8,29,9,"Rasbora aurotaenia",1.4,4,4,3
"38. Tumnub Kandole",2013,8,34,9,"Rasbora paviana",1.3,4,4,3
"38. Tumnub Kandole",2013,8,47,15,"Pristolepis fasciata",4.6,4,4,3
"38. Tumnub Kandole",2013,8,49,16,"Parambassis wolffii",16.3,4,4,3
"38. Tumnub Kandole",2013,8,78,29,"Oxyeleotris marmorata",11.3,4,4,3
"38. Tumnub Kandole",2013,8,99,34,"Puntius orphoides",31.7,4,4,3
"38. Tumnub Kandole",2013,8,103,35,"Systomus partipentazona",3.8,4,4,3
"38. Tumnub Kandole",2013,8,107,38,"Oxygaster pointoni",1.3,4,4,3
"38. Tumnub Kandole",2013,11,4,1,"Mystus mysticetus",33.5,5,5,4
"38. Tumnub Kandole",2013,11,8,2,"Hemibagrus spilopterus/nemurus",4,5,5,4
"38. Tumnub Kandole",2013,11,9,3,"Anematichthys/Cyclocheilichthys apogon",7.3,5,5,4
"38. Tumnub Kandole",2013,11,12,3,"Cyclocheilichthys lagleri",275.3,5,5,4
"38. Tumnub Kandole",2013,11,16,5,"Puntius brevis",1207.6,5,5,4
"38. Tumnub Kandole",2013,11,17,5,"Puntius sp. (cf. masyai)",5349.200000000001,5,5,4
"38. Tumnub Kandole",2013,11,21,6,"Labiobarbus leptocheilus",92.3,5,5,4
"38. Tumnub Kandole",2013,11,25,9,"Esomus longimanus",95.40000000000002,5,5,4
"38. Tumnub Kandole",2013,11,45,15,"Nandus nandus",5.3,5,5,4
"38. Tumnub Kandole",2013,11,46,15,"Nandus oxyrhynchus",5,5,5,4
"38. Tumnub Kandole",2013,11,47,15,"Pristolepis fasciata",137.4,5,5,4
"38. Tumnub Kandole",2013,11,49,16,"Parambassis wolffii",902.4,5,5,4
"38. Tumnub Kandole",2013,11,52,17,"Trichogaster microlepis",4.1,5,5,4
"38. Tumnub Kandole",2013,11,59,19,"Notopterus notopterus",64.40000000000001,5,5,4
"38. Tumnub Kandole",2013,11,63,21,"Xenentodon cancila",405.9,5,5,4
"38. Tumnub Kandole",2013,11,65,22,"Kryptopterus dissitus",3.8,5,5,4
"38. Tumnub Kandole",2013,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",7,5,5,4
"38. Tumnub Kandole",2013,11,68,25,"Macrognathus siamensis",32.8,5,5,4
"38. Tumnub Kandole",2013,11,72,27,"Acantopsis sp. ""large spot""",35.2,5,5,4
"38. Tumnub Kandole",2013,11,74,27,"Acantopsis sp. ""stripe""",136.7,5,5,4
"38. Tumnub Kandole",2013,11,75,27,"Acanthopsoides/Acantopsis spp",15.4,5,5,4
"38. Tumnub Kandole",2013,11,99,34,"Puntius orphoides",185.7,5,5,4
"38. Tumnub Kandole",2013,11,102,34,"Osteochilus vittatus/lini/hasselti",53.1,5,5,4
"38. Tumnub Kandole",2013,11,103,35,"Systomus partipentazona",47.9,5,5,4
"38. Tumnub Kandole",2013,11,107,38,"Oxygaster pointoni",3.8,5,5,4
"38. Tumnub Kandole",2013,11,132,43,"Tetraodon biocellatus",22,5,5,4
"38. Tumnub Kandole",2013,11,137,43,"Monotrete cochinchinensis",14.9,5,5,4
"38. Tumnub Kandole",2013,11,139,1,"Leiocassis/Pseudomystus siamensis",8.9,5,5,4
"38. Tumnub Kandole",2013,11,146,34,"Osteochilus waandersii",3.8,5,5,4
"38. Tumnub Kandole",2014,2,4,1,"Mystus mysticetus",11.4,6,6,
"38. Tumnub Kandole",2014,2,5,1,"Mystus atrifasciatus",12.7,6,6,
"38. Tumnub Kandole",2014,2,9,3,"Anematichthys/Cyclocheilichthys apogon",72.80000000000001,6,6,
"38. Tumnub Kandole",2014,2,10,3,"Anematichthys repasson",30.2,6,6,
"38. Tumnub Kandole",2014,2,12,3,"Cyclocheilichthys lagleri",356.8,6,6,
"38. Tumnub Kandole",2014,2,16,5,"Puntius brevis",1758.6,6,6,
"38. Tumnub Kandole",2014,2,17,5,"Puntius sp. (cf. masyai)",79.09999999999999,6,6,
"38. Tumnub Kandole",2014,2,20,6,"Labiobarbus siamensis",27.6,6,6,
"38. Tumnub Kandole",2014,2,21,6,"Labiobarbus leptocheilus",78.5,6,6,
"38. Tumnub Kandole",2014,2,25,9,"Esomus longimanus",7.5,6,6,
"38. Tumnub Kandole",2014,2,29,9,"Rasbora aurotaenia",23.5,6,6,
"38. Tumnub Kandole",2014,2,30,9,"Rasbora pauciperforata/Trigonopoma pauciperforatum",14.5,6,6,
"38. Tumnub Kandole",2014,2,36,10,"Clupeoides borneensis",2.7,6,6,
"38. Tumnub Kandole",2014,2,37,11,"Puntioplites proctozystron",21.2,6,6,
"38. Tumnub Kandole",2014,2,39,11,"Puntioplites falcifer",25.2,6,6,
"38. Tumnub Kandole",2014,2,43,14,"Channa striata",263.1,6,6,
"38. Tumnub Kandole",2014,2,47,15,"Pristolepis fasciata",48.7,6,6,
"38. Tumnub Kandole",2014,2,50,16,"Parambassis siamensis",189.5,6,6,
"38. Tumnub Kandole",2014,2,52,17,"Trichogaster microlepis",68.40000000000001,6,6,
"38. Tumnub Kandole",2014,2,59,19,"Notopterus notopterus",657.8,6,6,
"38. Tumnub Kandole",2014,2,63,21,"Xenentodon cancila",66.5,6,6,
"38. Tumnub Kandole",2014,2,65,22,"Kryptopterus dissitus",2.2,6,6,
"38. Tumnub Kandole",2014,2,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",156.9,6,6,
"38. Tumnub Kandole",2014,2,72,27,"Acantopsis sp. ""large spot""",3,6,6,
"38. Tumnub Kandole",2014,2,78,29,"Oxyeleotris marmorata",144.8,6,6,
"38. Tumnub Kandole",2014,2,79,30,"Hampala macrolepidota",39.7,6,6,
"38. Tumnub Kandole",2014,2,99,34,"Puntius orphoides",142.2,6,6,
"38. Tumnub Kandole",2014,2,103,35,"Systomus partipentazona",3.7,6,6,
"38. Tumnub Kandole",2014,2,107,38,"Oxygaster pointoni",3.9,6,6,
"38. Tumnub Kandole",2014,5,9,3,"Anematichthys/Cyclocheilichthys apogon",59,7,7,5
"38. Tumnub Kandole",2014,5,10,3,"Anematichthys repasson",16,7,7,5
"38. Tumnub Kandole",2014,5,11,3,"Anematichthys/Cyclocheilichthys armatus",4.8,7,7,5
"38. Tumnub Kandole",2014,5,12,3,"Cyclocheilichthys lagleri",30.3,7,7,5
"38. Tumnub Kandole",2014,5,16,5,"Puntius brevis",9.800000000000001,7,7,5
"38. Tumnub Kandole",2014,5,19,5,"Puntius rhombeus",30.1,7,7,5
"38. Tumnub Kandole",2014,5,21,6,"Labiobarbus leptocheilus",51.8,7,7,5
"38. Tumnub Kandole",2014,5,29,9,"Rasbora aurotaenia",24.5,7,7,5
"38. Tumnub Kandole",2014,5,37,11,"Puntioplites proctozystron",393,7,7,5
"38. Tumnub Kandole",2014,5,43,14,"Channa striata",589.3,7,7,5
"38. Tumnub Kandole",2014,5,52,17,"Trichogaster microlepis",28.8,7,7,5
"38. Tumnub Kandole",2014,5,59,19,"Notopterus notopterus",472.8000000000001,7,7,5
"38. Tumnub Kandole",2014,5,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",85.90000000000001,7,7,5
"38. Tumnub Kandole",2014,5,107,38,"Oxygaster pointoni",4,7,7,5
"38. Tumnub Kandole",2014,5,128,7,"Thynnichthys thynnoides",111.1,7,7,5
"38. Tumnub Kandole",2014,8,4,1,"Mystus mysticetus",34,8,8,
"38. Tumnub Kandole",2014,8,12,3,"Cyclocheilichthys lagleri",24.1,8,8,
"38. Tumnub Kandole",2014,8,16,5,"Puntius brevis",16.4,8,8,
"38. Tumnub Kandole",2014,8,38,12,"Anabas testudineus",18,8,8,
"38. Tumnub Kandole",2014,8,43,14,"Channa striata",103.8,8,8,
"38. Tumnub Kandole",2014,8,50,16,"Parambassis siamensis",1.6,8,8,
"38. Tumnub Kandole",2014,8,59,19,"Notopterus notopterus",312.9,8,8,
"38. Tumnub Kandole",2014,8,65,22,"Kryptopterus dissitus",2.6,8,8,
"38. Tumnub Kandole",2014,8,76,28,"Monopterus albus",20.6,8,8,
"38. Tumnub Kandole",2014,11,4,1,"Mystus mysticetus",24.7,9,9,6
"38. Tumnub Kandole",2014,11,9,3,"Anematichthys/Cyclocheilichthys apogon",26.8,9,9,6
"38. Tumnub Kandole",2014,11,12,3,"Cyclocheilichthys lagleri",152.6,9,9,6
"38. Tumnub Kandole",2014,11,16,5,"Puntius brevis",1705,9,9,6
"38. Tumnub Kandole",2014,11,17,5,"Puntius sp. (cf. masyai)",2.1,9,9,6
"38. Tumnub Kandole",2014,11,20,6,"Labiobarbus siamensis",7.6,9,9,6
"38. Tumnub Kandole",2014,11,21,6,"Labiobarbus leptocheilus",22,9,9,6
"38. Tumnub Kandole",2014,11,32,9,"Rasbora borapetensis",1.8,9,9,6
"38. Tumnub Kandole",2014,11,37,11,"Puntioplites proctozystron",21.1,9,9,6
"38. Tumnub Kandole",2014,11,47,15,"Pristolepis fasciata",3.6,9,9,6
"38. Tumnub Kandole",2014,11,50,16,"Parambassis siamensis",280.9,9,9,6
"38. Tumnub Kandole",2014,11,53,17,"Trichopodus trichopterus",2,9,9,6
"38. Tumnub Kandole",2014,11,54,8,"Lobocheilos rhabdoura",4.6,9,9,6
"38. Tumnub Kandole",2014,11,59,19,"Notopterus notopterus",135.7,9,9,6
"38. Tumnub Kandole",2014,11,63,21,"Xenentodon cancila",52.8,9,9,6
"38. Tumnub Kandole",2014,11,68,25,"Macrognathus siamensis",16.2,9,9,6
"38. Tumnub Kandole",2014,11,79,30,"Hampala macrolepidota",57.2,9,9,6
"38. Tumnub Kandole",2014,11,99,34,"Puntius orphoides",172.3,9,9,6
"38. Tumnub Kandole",2014,11,102,34,"Osteochilus vittatus/lini/hasselti",1.9,9,9,6
"38. Tumnub Kandole",2014,11,108,38,"Paralaubuca typus",5.2,9,9,6
"38. Tumnub Kandole",2014,11,128,7,"Thynnichthys thynnoides",34.6,9,9,6
"38. Tumnub Kandole",2014,11,138,9,"Rasbora caudimaculata",88,9,9,6
"38. Tumnub Kandole",2014,11,139,1,"Leiocassis/Pseudomystus siamensis",10.8,9,9,6
"38. Tumnub Kandole",2014,11,153,27,"Acantopsis sp. ""cheek spot""",5.4,9,9,6
"38. Tumnub Kandole",2014,11,154,27,"Acantopsis sp. ""Phanara""",24.6,9,9,6
"38. Tumnub Kandole",2015,2,4,1,"Mystus mysticetus",6.7,10,10,
"38. Tumnub Kandole",2015,2,9,3,"Anematichthys/Cyclocheilichthys apogon",21.6,10,10,
"38. Tumnub Kandole",2015,2,12,3,"Cyclocheilichthys lagleri",106.9,10,10,
"38. Tumnub Kandole",2015,2,16,5,"Puntius brevis",869.8,10,10,
"38. Tumnub Kandole",2015,2,17,5,"Puntius sp. (cf. masyai)",5.2,10,10,
"38. Tumnub Kandole",2015,2,21,6,"Labiobarbus leptocheilus",191.1,10,10,
"38. Tumnub Kandole",2015,2,24,9,"Esomus metallicus",17.4,10,10,
"38. Tumnub Kandole",2015,2,43,14,"Channa striata",1741.3,10,10,
"38. Tumnub Kandole",2015,2,47,15,"Pristolepis fasciata",15.3,10,10,
"38. Tumnub Kandole",2015,2,50,16,"Parambassis siamensis",155.5,10,10,
"38. Tumnub Kandole",2015,2,52,17,"Trichogaster microlepis",42.7,10,10,
"38. Tumnub Kandole",2015,2,59,19,"Notopterus notopterus",271.3,10,10,
"38. Tumnub Kandole",2015,2,63,21,"Xenentodon cancila",46.2,10,10,
"38. Tumnub Kandole",2015,2,66,22,"Kryptopterus cheveyi",.9,10,10,
"38. Tumnub Kandole",2015,2,79,30,"Hampala macrolepidota",114.4,10,10,
"38. Tumnub Kandole",2015,2,99,34,"Puntius orphoides",51.8,10,10,
"38. Tumnub Kandole",2015,2,108,38,"Paralaubuca typus",12.3,10,10,
"38. Tumnub Kandole",2015,2,111,40,"Channa micropeltes",1617.4,10,10,
"38. Tumnub Kandole",2015,2,138,9,"Rasbora caudimaculata",4.4,10,10,
"38. Tumnub Kandole",2015,5,9,3,"Anematichthys/Cyclocheilichthys apogon",396.9999999999999,11,11,7
"38. Tumnub Kandole",2015,5,11,3,"Anematichthys/Cyclocheilichthys armatus",7,11,11,7
"38. Tumnub Kandole",2015,5,12,3,"Cyclocheilichthys lagleri",155.6,11,11,7
"38. Tumnub Kandole",2015,5,16,5,"Puntius brevis",2.8,11,11,7
"38. Tumnub Kandole",2015,5,21,6,"Labiobarbus leptocheilus",220,11,11,7
"38. Tumnub Kandole",2015,5,23,8,"Henicorhynchus lobatus",17.1,11,11,7
"38. Tumnub Kandole",2015,5,37,11,"Puntioplites proctozystron",425.5,11,11,7
"38. Tumnub Kandole",2015,5,43,14,"Channa striata",919.5,11,11,7
"38. Tumnub Kandole",2015,5,50,16,"Parambassis siamensis",1.7,11,11,7
"38. Tumnub Kandole",2015,5,52,17,"Trichogaster microlepis",34.2,11,11,7
"38. Tumnub Kandole",2015,5,59,19,"Notopterus notopterus",552.8,11,11,7
"38. Tumnub Kandole",2015,5,79,30,"Hampala macrolepidota",90.59999999999999,11,11,7
"38. Tumnub Kandole",2015,5,99,34,"Puntius orphoides",143.9,11,11,7
"38. Tumnub Kandole",2015,5,102,34,"Osteochilus vittatus/lini/hasselti",176.4,11,11,7
"38. Tumnub Kandole",2015,5,110,24,"Ompok hypophthalmus/urbaini",244.8,11,11,7
"38. Tumnub Kandole",2015,5,128,7,"Thynnichthys thynnoides",194.2,11,11,7
"38. Tumnub Kandole",2015,8,4,1,"Mystus mysticetus",62.8,12,12,
"38. Tumnub Kandole",2015,8,9,3,"Anematichthys/Cyclocheilichthys apogon",11.5,12,12,
"38. Tumnub Kandole",2015,8,10,3,"Anematichthys repasson",10.1,12,12,
"38. Tumnub Kandole",2015,8,17,5,"Puntius sp. (cf. masyai)",3.4,12,12,
"38. Tumnub Kandole",2015,8,28,9,"Rasbora daniconius",8,12,12,
"38. Tumnub Kandole",2015,8,38,12,"Anabas testudineus",476.0000000000001,12,12,
"38. Tumnub Kandole",2015,8,59,19,"Notopterus notopterus",384,12,12,
"38. Tumnub Kandole",2015,8,64,22,"Micronema hexapterus",2,12,12,
"38. Tumnub Kandole",2015,8,76,28,"Monopterus albus",146.7,12,12,
"38. Tumnub Kandole",2015,8,107,38,"Oxygaster pointoni",5,12,12,
"38. Tumnub Kandole",2015,11,4,1,"Mystus mysticetus",117.4,13,13,8
"38. Tumnub Kandole",2015,11,9,3,"Anematichthys/Cyclocheilichthys apogon",344.3,13,13,8
"38. Tumnub Kandole",2015,11,12,3,"Cyclocheilichthys lagleri",325.1,13,13,8
"38. Tumnub Kandole",2015,11,16,5,"Puntius brevis",243.2,13,13,8
"38. Tumnub Kandole",2015,11,17,5,"Puntius sp. (cf. masyai)",10.7,13,13,8
"38. Tumnub Kandole",2015,11,20,6,"Labiobarbus siamensis",3.7,13,13,8
"38. Tumnub Kandole",2015,11,21,6,"Labiobarbus leptocheilus",24.9,13,13,8
"38. Tumnub Kandole",2015,11,22,8,"Henicorhynchus siamensis",94.09999999999999,13,13,8
"38. Tumnub Kandole",2015,11,24,9,"Esomus metallicus",33.6,13,13,8
"38. Tumnub Kandole",2015,11,37,11,"Puntioplites proctozystron",4.5,13,13,8
"38. Tumnub Kandole",2015,11,42,13,"Clarias meladerma",83.59999999999999,13,13,8
"38. Tumnub Kandole",2015,11,50,16,"Parambassis siamensis",335.8,13,13,8
"38. Tumnub Kandole",2015,11,52,17,"Trichogaster microlepis",65.59999999999999,13,13,8
"38. Tumnub Kandole",2015,11,53,17,"Trichopodus trichopterus",34.2,13,13,8
"38. Tumnub Kandole",2015,11,58,18,"Trichopsis vittata",.5,13,13,8
"38. Tumnub Kandole",2015,11,59,19,"Notopterus notopterus",75.09999999999999,13,13,8
"38. Tumnub Kandole",2015,11,63,21,"Xenentodon cancila",150.7,13,13,8
"38. Tumnub Kandole",2015,11,64,22,"Micronema hexapterus",1.6,13,13,8
"38. Tumnub Kandole",2015,11,68,25,"Macrognathus siamensis",130.9,13,13,8
"38. Tumnub Kandole",2015,11,75,27,"Acanthopsoides/Acantopsis spp",17.9,13,13,8
"38. Tumnub Kandole",2015,11,99,34,"Puntius orphoides",206.9,13,13,8
"38. Tumnub Kandole",2015,11,102,34,"Osteochilus vittatus/lini/hasselti",49.7,13,13,8
"38. Tumnub Kandole",2015,11,107,38,"Oxygaster pointoni",1.8,13,13,8
"38. Tumnub Kandole",2015,11,110,24,"Ompok hypophthalmus/urbaini",10.6,13,13,8
"38. Tumnub Kandole",2015,11,131,43,"Tetraodon cambodgiensis",35.4,13,13,8
"38. Tumnub Kandole",2015,11,138,9,"Rasbora caudimaculata",7.5,13,13,8
"38. Tumnub Kandole",2015,11,139,1,"Leiocassis/Pseudomystus siamensis",14.4,13,13,8
"38. Tumnub Kandole",2015,11,151,2,"Hemibagrus wyckii",5.5,13,13,8
"39. Tumnub Mkak",2012,11,3,1,"Mystus multiradiatus",34,1,1,1
"39. Tumnub Mkak",2012,11,4,1,"Mystus mysticetus",50,1,1,1
"39. Tumnub Mkak",2012,11,8,2,"Hemibagrus spilopterus/nemurus",32,1,1,1
"39. Tumnub Mkak",2012,11,9,3,"Anematichthys/Cyclocheilichthys apogon",55,1,1,1
"39. Tumnub Mkak",2012,11,10,3,"Anematichthys repasson",50,1,1,1
"39. Tumnub Mkak",2012,11,11,3,"Anematichthys/Cyclocheilichthys armatus",190,1,1,1
"39. Tumnub Mkak",2012,11,12,3,"Cyclocheilichthys lagleri",502,1,1,1
"39. Tumnub Mkak",2012,11,15,4,"Barbonymus gonionotus",38,1,1,1
"39. Tumnub Mkak",2012,11,16,5,"Puntius brevis",4,1,1,1
"39. Tumnub Mkak",2012,11,19,5,"Puntius rhombeus",2,1,1,1
"39. Tumnub Mkak",2012,11,20,6,"Labiobarbus siamensis",16,1,1,1
"39. Tumnub Mkak",2012,11,21,6,"Labiobarbus leptocheilus",26,1,1,1
"39. Tumnub Mkak",2012,11,23,8,"Henicorhynchus lobatus",5,1,1,1
"39. Tumnub Mkak",2012,11,24,9,"Esomus metallicus",0,1,1,1
"39. Tumnub Mkak",2012,11,25,9,"Esomus longimanus",0,1,1,1
"39. Tumnub Mkak",2012,11,29,9,"Rasbora aurotaenia",71,1,1,1
"39. Tumnub Mkak",2012,11,34,9,"Rasbora paviana",.2,1,1,1
"39. Tumnub Mkak",2012,11,37,11,"Puntioplites proctozystron",7,1,1,1
"39. Tumnub Mkak",2012,11,49,16,"Parambassis wolffii",1.2,1,1,1
"39. Tumnub Mkak",2012,11,50,16,"Parambassis siamensis",234,1,1,1
"39. Tumnub Mkak",2012,11,63,21,"Xenentodon cancila",75,1,1,1
"39. Tumnub Mkak",2012,11,65,22,"Kryptopterus dissitus",1,1,1,1
"39. Tumnub Mkak",2012,11,66,22,"Kryptopterus cheveyi",1,1,1,1
"39. Tumnub Mkak",2012,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",19,1,1,1
"39. Tumnub Mkak",2012,11,68,25,"Macrognathus siamensis",21,1,1,1
"39. Tumnub Mkak",2012,11,70,26,"Mastacembelus armatus",12,1,1,1
