cfrid,year,month,scode_biom,sgroup_biom,sname_biom,totalweight_biom,timekey1,timekey2,timekey3
"19. Boeng Tramses",2013,11,53,17,"Trichopodus trichopterus",16.4,5,5,4
"19. Boeng Tramses",2013,11,56,18,"Trichopsis schalleri",12,5,5,4
"19. Boeng Tramses",2013,11,68,25,"Macrognathus siamensis",161,5,5,4
"19. Boeng Tramses",2013,11,100,4,"Hypsibarbus vernayi",11.9,5,5,4
"19. Boeng Tramses",2013,11,140,1,"Mystus wolffi",15.1,5,5,4
"19. Boeng Tramses",2014,2,12,3,"Cyclocheilichthys lagleri",80.59999999999999,6,6,
"19. Boeng Tramses",2014,2,15,4,"Barbonymus gonionotus",31.9,6,6,
"19. Boeng Tramses",2014,2,24,9,"Esomus metallicus",68.09999999999999,6,6,
"19. Boeng Tramses",2014,2,38,12,"Anabas testudineus",36.1,6,6,
"19. Boeng Tramses",2014,2,40,13,"Clarias batrachus",404.4,6,6,
"19. Boeng Tramses",2014,2,43,14,"Channa striata",250.9,6,6,
"19. Boeng Tramses",2014,2,52,17,"Trichogaster microlepis",55.4,6,6,
"19. Boeng Tramses",2014,2,53,17,"Trichopodus trichopterus",2.7,6,6,
"19. Boeng Tramses",2014,2,56,18,"Trichopsis schalleri",1.5,6,6,
"19. Boeng Tramses",2014,2,68,25,"Macrognathus siamensis",11.2,6,6,
"19. Boeng Tramses",2014,2,110,24,"Ompok hypophthalmus/urbaini",80.90000000000001,6,6,
"19. Boeng Tramses",2014,5,12,3,"Cyclocheilichthys lagleri",25.8,7,7,5
"19. Boeng Tramses",2014,5,24,9,"Esomus metallicus",33.4,7,7,5
"19. Boeng Tramses",2014,5,38,12,"Anabas testudineus",36.8,7,7,5
"19. Boeng Tramses",2014,5,40,13,"Clarias batrachus",127.7,7,7,5
"19. Boeng Tramses",2014,5,43,14,"Channa striata",144.5,7,7,5
"19. Boeng Tramses",2014,5,52,17,"Trichogaster microlepis",57.8,7,7,5
"19. Boeng Tramses",2014,5,68,25,"Macrognathus siamensis",68.59999999999999,7,7,5
"19. Boeng Tramses",2014,5,76,28,"Monopterus albus",32.1,7,7,5
"19. Boeng Tramses",2014,5,100,4,"Hypsibarbus vernayi",131.8,7,7,5
"19. Boeng Tramses",2014,5,110,24,"Ompok hypophthalmus/urbaini",61.2,7,7,5
"19. Boeng Tramses",2014,8,4,1,"Mystus mysticetus",106.7,8,8,
"19. Boeng Tramses",2014,8,12,3,"Cyclocheilichthys lagleri",30.7,8,8,
"19. Boeng Tramses",2014,8,24,9,"Esomus metallicus",11.9,8,8,
"19. Boeng Tramses",2014,8,40,13,"Clarias batrachus",344.2,8,8,
"19. Boeng Tramses",2014,8,43,14,"Channa striata",823,8,8,
"19. Boeng Tramses",2014,8,68,25,"Macrognathus siamensis",36.7,8,8,
"19. Boeng Tramses",2014,8,100,4,"Hypsibarbus vernayi",302.5,8,8,
"19. Boeng Tramses",2014,11,24,9,"Esomus metallicus",28.9,9,9,6
"19. Boeng Tramses",2014,11,40,13,"Clarias batrachus",73.59999999999999,9,9,6
"19. Boeng Tramses",2014,11,68,25,"Macrognathus siamensis",188.7,9,9,6
"19. Boeng Tramses",2014,11,100,4,"Hypsibarbus vernayi",462.2,9,9,6
"19. Boeng Tramses",2014,11,143,18,"Betta prima",2,9,9,6
"19. Boeng Tramses",2014,11,150,4,"Hypsibarbus wetmorei",240,9,9,6
"19. Boeng Tramses",2015,2,24,9,"Esomus metallicus",18.3,10,10,
"19. Boeng Tramses",2015,2,40,13,"Clarias batrachus",113.7,10,10,
"19. Boeng Tramses",2015,2,52,17,"Trichogaster microlepis",15.5,10,10,
"19. Boeng Tramses",2015,2,68,25,"Macrognathus siamensis",161.5,10,10,
"19. Boeng Tramses",2015,2,100,4,"Hypsibarbus vernayi",571.6,10,10,
"19. Boeng Tramses",2015,5,24,9,"Esomus metallicus",1.7,11,11,7
"19. Boeng Tramses",2015,5,38,12,"Anabas testudineus",99.5,11,11,7
"19. Boeng Tramses",2015,5,40,13,"Clarias batrachus",402.7,11,11,7
"19. Boeng Tramses",2015,5,43,14,"Channa striata",527.5,11,11,7
"19. Boeng Tramses",2015,5,56,18,"Trichopsis schalleri",1.2,11,11,7
"19. Boeng Tramses",2015,8,40,13,"Clarias batrachus",281,12,12,
"19. Boeng Tramses",2015,8,43,14,"Channa striata",159.6,12,12,
"19. Boeng Tramses",2015,8,68,25,"Macrognathus siamensis",77.8,12,12,
"19. Boeng Tramses",2015,8,86,33,"Pangasianodon hypophthalmus",62.2,12,12,
"19. Boeng Tramses",2015,8,110,24,"Ompok hypophthalmus/urbaini",128.8,12,12,
"19. Boeng Tramses",2015,11,24,9,"Esomus metallicus",207,13,13,8
"19. Boeng Tramses",2015,11,27,9,"Amblypharyngodon chulabhornae",67.19999999999999,13,13,8
"19. Boeng Tramses",2015,11,38,12,"Anabas testudineus",272.9,13,13,8
"19. Boeng Tramses",2015,11,40,13,"Clarias batrachus",175.5,13,13,8
"19. Boeng Tramses",2015,11,41,13,"Clarias macrocephalus",184.8,13,13,8
"19. Boeng Tramses",2015,11,43,14,"Channa striata",322.5,13,13,8
"19. Boeng Tramses",2015,11,52,17,"Trichogaster microlepis",277.5,13,13,8
"19. Boeng Tramses",2015,11,100,4,"Hypsibarbus vernayi",1446.3,13,13,8
"20. Damnak Kranh",2012,11,1,1,"Mystus albolineatus",11,1,1,1
"20. Damnak Kranh",2012,11,5,1,"Mystus atrifasciatus",35,1,1,1
"20. Damnak Kranh",2012,11,10,3,"Anematichthys repasson",20,1,1,1
"20. Damnak Kranh",2012,11,12,3,"Cyclocheilichthys lagleri",38,1,1,1
"20. Damnak Kranh",2012,11,16,5,"Puntius brevis",738,1,1,1
"20. Damnak Kranh",2012,11,17,5,"Puntius sp. (cf. masyai)",38,1,1,1
"20. Damnak Kranh",2012,11,19,5,"Puntius rhombeus",3,1,1,1
"20. Damnak Kranh",2012,11,24,9,"Esomus metallicus",37,1,1,1
"20. Damnak Kranh",2012,11,27,9,"Amblypharyngodon chulabhornae",171,1,1,1
"20. Damnak Kranh",2012,11,31,9,"Rasbora myersi/dusonensis",71,1,1,1
"20. Damnak Kranh",2012,11,34,9,"Rasbora paviana",873,1,1,1
"20. Damnak Kranh",2012,11,52,17,"Trichogaster microlepis",93,1,1,1
"20. Damnak Kranh",2012,11,53,17,"Trichopodus trichopterus",14,1,1,1
"20. Damnak Kranh",2012,11,56,18,"Trichopsis schalleri",2,1,1,1
"20. Damnak Kranh",2012,11,57,18,"Trichopsis pumila",2,1,1,1
"20. Damnak Kranh",2012,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",45,1,1,1
"20. Damnak Kranh",2012,11,99,34,"Puntius orphoides",385,1,1,1
"20. Damnak Kranh",2013,2,13,4,"Hypsibarbus lagleri",36.5,2,2,
"20. Damnak Kranh",2013,2,15,4,"Barbonymus gonionotus",121.5,2,2,
"20. Damnak Kranh",2013,2,16,5,"Puntius brevis",146.3,2,2,
"20. Damnak Kranh",2013,2,17,5,"Puntius sp. (cf. masyai)",154.2,2,2,
"20. Damnak Kranh",2013,2,24,9,"Esomus metallicus",136.8,2,2,
"20. Damnak Kranh",2013,2,31,9,"Rasbora myersi/dusonensis",18,2,2,
"20. Damnak Kranh",2013,2,34,9,"Rasbora paviana",318.3,2,2,
"20. Damnak Kranh",2013,2,38,12,"Anabas testudineus",204.7,2,2,
"20. Damnak Kranh",2013,2,49,16,"Parambassis wolffii",33.8,2,2,
"20. Damnak Kranh",2013,2,52,17,"Trichogaster microlepis",6.7,2,2,
"20. Damnak Kranh",2013,2,53,17,"Trichopodus trichopterus",249.7,2,2,
"20. Damnak Kranh",2013,2,58,18,"Trichopsis vittata",9.199999999999999,2,2,
"20. Damnak Kranh",2013,2,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",35.5,2,2,
"20. Damnak Kranh",2013,2,68,25,"Macrognathus siamensis",13.7,2,2,
"20. Damnak Kranh",2013,2,99,34,"Puntius orphoides",215.1,2,2,
"20. Damnak Kranh",2013,2,112,41,"Oreochromis niloticus",74.7,2,2,
"20. Damnak Kranh",2013,5,9,3,"Anematichthys/Cyclocheilichthys apogon",3,3,3,2
"20. Damnak Kranh",2013,5,11,3,"Anematichthys/Cyclocheilichthys armatus",53,3,3,2
"20. Damnak Kranh",2013,5,13,4,"Hypsibarbus lagleri",846,3,3,2
"20. Damnak Kranh",2013,5,18,5,"Puntius aurotaeniatus",13,3,3,2
"20. Damnak Kranh",2013,5,19,5,"Puntius rhombeus",144,3,3,2
"20. Damnak Kranh",2013,5,21,6,"Labiobarbus leptocheilus",84,3,3,2
"20. Damnak Kranh",2013,5,34,9,"Rasbora paviana",106,3,3,2
"20. Damnak Kranh",2013,5,38,12,"Anabas testudineus",42,3,3,2
"20. Damnak Kranh",2013,5,49,16,"Parambassis wolffii",56.5,3,3,2
"20. Damnak Kranh",2013,5,52,17,"Trichogaster microlepis",8,3,3,2
"20. Damnak Kranh",2013,5,53,17,"Trichopodus trichopterus",44,3,3,2
"20. Damnak Kranh",2013,5,63,21,"Xenentodon cancila",32,3,3,2
"20. Damnak Kranh",2013,5,99,34,"Puntius orphoides",334,3,3,2
"20. Damnak Kranh",2013,5,110,24,"Ompok hypophthalmus/urbaini",122,3,3,2
"20. Damnak Kranh",2013,5,112,41,"Oreochromis niloticus",215,3,3,2
"20. Damnak Kranh",2013,5,138,9,"Rasbora caudimaculata",1672,3,3,2
"20. Damnak Kranh",2013,8,4,1,"Mystus mysticetus",259.4,4,4,3
"20. Damnak Kranh",2013,8,5,1,"Mystus atrifasciatus",30.8,4,4,3
"20. Damnak Kranh",2013,8,16,5,"Puntius brevis",238.8,4,4,3
"20. Damnak Kranh",2013,8,17,5,"Puntius sp. (cf. masyai)",109.1,4,4,3
"20. Damnak Kranh",2013,8,19,5,"Puntius rhombeus",365.7,4,4,3
"20. Damnak Kranh",2013,8,26,9,"Danio albolineatus",97,4,4,3
"20. Damnak Kranh",2013,8,34,9,"Rasbora paviana",73.39999999999999,4,4,3
"20. Damnak Kranh",2013,8,43,14,"Channa striata",15.1,4,4,3
"20. Damnak Kranh",2013,8,49,16,"Parambassis wolffii",96.3,4,4,3
"20. Damnak Kranh",2013,8,56,18,"Trichopsis schalleri",6.4,4,4,3
"20. Damnak Kranh",2013,8,63,21,"Xenentodon cancila",11.9,4,4,3
"20. Damnak Kranh",2013,8,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",38.4,4,4,3
"20. Damnak Kranh",2013,8,99,34,"Puntius orphoides",43.1,4,4,3
"20. Damnak Kranh",2013,8,110,24,"Ompok hypophthalmus/urbaini",33.9,4,4,3
"20. Damnak Kranh",2013,8,112,41,"Oreochromis niloticus",491.1,4,4,3
"20. Damnak Kranh",2013,11,16,5,"Puntius brevis",371.9,5,5,4
"20. Damnak Kranh",2013,11,18,5,"Puntius aurotaeniatus",2.7,5,5,4
"20. Damnak Kranh",2013,11,19,5,"Puntius rhombeus",367.1,5,5,4
"20. Damnak Kranh",2013,11,26,9,"Danio albolineatus",5.3,5,5,4
"20. Damnak Kranh",2013,11,32,9,"Rasbora borapetensis",8.199999999999999,5,5,4
"20. Damnak Kranh",2013,11,34,9,"Rasbora paviana",37.5,5,5,4
"20. Damnak Kranh",2013,11,50,16,"Parambassis siamensis",147.6,5,5,4
"20. Damnak Kranh",2013,11,56,18,"Trichopsis schalleri",9,5,5,4
"20. Damnak Kranh",2013,11,99,34,"Puntius orphoides",13.5,5,5,4
"20. Damnak Kranh",2013,11,100,4,"Hypsibarbus vernayi",6.5,5,5,4
"20. Damnak Kranh",2014,2,2,1,"Mystus singaringan",13.1,6,6,
"20. Damnak Kranh",2014,2,10,3,"Anematichthys repasson",25.7,6,6,
"20. Damnak Kranh",2014,2,18,5,"Puntius aurotaeniatus",66.59999999999999,6,6,
"20. Damnak Kranh",2014,2,19,5,"Puntius rhombeus",151.1,6,6,
"20. Damnak Kranh",2014,2,26,9,"Danio albolineatus",227.5,6,6,
"20. Damnak Kranh",2014,2,38,12,"Anabas testudineus",24.4,6,6,
"20. Damnak Kranh",2014,2,40,13,"Clarias batrachus",410.5,6,6,
"20. Damnak Kranh",2014,2,43,14,"Channa striata",236.7,6,6,
"20. Damnak Kranh",2014,2,50,16,"Parambassis siamensis",341.4,6,6,
"20. Damnak Kranh",2014,2,52,17,"Trichogaster microlepis",10.8,6,6,
"20. Damnak Kranh",2014,2,56,18,"Trichopsis schalleri",8.5,6,6,
"20. Damnak Kranh",2014,2,99,34,"Puntius orphoides",297.2,6,6,
"20. Damnak Kranh",2014,2,110,24,"Ompok hypophthalmus/urbaini",580.9,6,6,
"20. Damnak Kranh",2014,5,9,3,"Anematichthys/Cyclocheilichthys apogon",682.5999999999999,7,7,5
"20. Damnak Kranh",2014,5,10,3,"Anematichthys repasson",50.3,7,7,5
"20. Damnak Kranh",2014,5,12,3,"Cyclocheilichthys lagleri",391.4,7,7,5
"20. Damnak Kranh",2014,5,26,9,"Danio albolineatus",33.6,7,7,5
"20. Damnak Kranh",2014,5,38,12,"Anabas testudineus",74.5,7,7,5
"20. Damnak Kranh",2014,5,42,13,"Clarias meladerma",188,7,7,5
"20. Damnak Kranh",2014,5,43,14,"Channa striata",1047.8,7,7,5
"20. Damnak Kranh",2014,5,47,15,"Pristolepis fasciata",22.1,7,7,5
"20. Damnak Kranh",2014,5,50,16,"Parambassis siamensis",155.7,7,7,5
"20. Damnak Kranh",2014,5,63,21,"Xenentodon cancila",138.2,7,7,5
"20. Damnak Kranh",2014,5,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",291,7,7,5
"20. Damnak Kranh",2014,5,110,24,"Ompok hypophthalmus/urbaini",527.1999999999999,7,7,5
"20. Damnak Kranh",2014,8,1,1,"Mystus albolineatus",376.7,8,8,
"20. Damnak Kranh",2014,8,9,3,"Anematichthys/Cyclocheilichthys apogon",1744.6,8,8,
"20. Damnak Kranh",2014,8,10,3,"Anematichthys repasson",68,8,8,
"20. Damnak Kranh",2014,8,19,5,"Puntius rhombeus",739.5,8,8,
"20. Damnak Kranh",2014,8,38,12,"Anabas testudineus",597.7,8,8,
"20. Damnak Kranh",2014,8,40,13,"Clarias batrachus",292.7,8,8,
"20. Damnak Kranh",2014,8,43,14,"Channa striata",2019.5,8,8,
"20. Damnak Kranh",2014,8,50,16,"Parambassis siamensis",6.3,8,8,
"20. Damnak Kranh",2014,8,53,17,"Trichopodus trichopterus",33.3,8,8,
"20. Damnak Kranh",2014,8,56,18,"Trichopsis schalleri",69.90000000000001,8,8,
"20. Damnak Kranh",2014,8,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",41.8,8,8,
"20. Damnak Kranh",2014,8,99,34,"Puntius orphoides",310.9,8,8,
"20. Damnak Kranh",2014,8,110,24,"Ompok hypophthalmus/urbaini",246.5,8,8,
"20. Damnak Kranh",2014,8,112,41,"Oreochromis niloticus",223.2,8,8,
"20. Damnak Kranh",2014,11,12,3,"Cyclocheilichthys lagleri",2.7,9,9,6
"20. Damnak Kranh",2014,11,19,5,"Puntius rhombeus",844.6,9,9,6
"20. Damnak Kranh",2014,11,27,9,"Amblypharyngodon chulabhornae",16.9,9,9,6
"20. Damnak Kranh",2014,11,32,9,"Rasbora borapetensis",25.8,9,9,6
"20. Damnak Kranh",2014,11,34,9,"Rasbora paviana",64.40000000000001,9,9,6
"20. Damnak Kranh",2014,11,50,16,"Parambassis siamensis",139.1,9,9,6
"20. Damnak Kranh",2014,11,52,17,"Trichogaster microlepis",31.9,9,9,6
"20. Damnak Kranh",2014,11,53,17,"Trichopodus trichopterus",31.5,9,9,6
"20. Damnak Kranh",2014,11,56,18,"Trichopsis schalleri",8.5,9,9,6
"20. Damnak Kranh",2014,11,63,21,"Xenentodon cancila",35.5,9,9,6
"20. Damnak Kranh",2014,11,99,34,"Puntius orphoides",107.6,9,9,6
"20. Damnak Kranh",2014,11,112,41,"Oreochromis niloticus",57,9,9,6
"20. Damnak Kranh",2014,11,143,18,"Betta prima",14.8,9,9,6
"20. Damnak Kranh",2014,11,149,48,"Wallago attu",1.3,9,9,6
"20. Damnak Kranh",2015,2,1,1,"Mystus albolineatus",109.1,10,10,
"20. Damnak Kranh",2015,2,10,3,"Anematichthys repasson",101.6,10,10,
"20. Damnak Kranh",2015,2,12,3,"Cyclocheilichthys lagleri",147.2,10,10,
"20. Damnak Kranh",2015,2,16,5,"Puntius brevis",1839.6,10,10,
"20. Damnak Kranh",2015,2,34,9,"Rasbora paviana",335,10,10,
"20. Damnak Kranh",2015,2,42,13,"Clarias meladerma",344,10,10,
"20. Damnak Kranh",2015,2,43,14,"Channa striata",1092,10,10,
"20. Damnak Kranh",2015,2,50,16,"Parambassis siamensis",889,10,10,
"20. Damnak Kranh",2015,2,52,17,"Trichogaster microlepis",40.8,10,10,
"20. Damnak Kranh",2015,2,63,21,"Xenentodon cancila",17.9,10,10,
"20. Damnak Kranh",2015,2,99,34,"Puntius orphoides",1044.6,10,10,
"20. Damnak Kranh",2015,2,110,24,"Ompok hypophthalmus/urbaini",56.5,10,10,
"20. Damnak Kranh",2015,2,112,41,"Oreochromis niloticus",455.6,10,10,
"20. Damnak Kranh",2015,5,5,1,"Mystus atrifasciatus",51.40000000000001,11,11,7
"20. Damnak Kranh",2015,5,16,5,"Puntius brevis",1113.2,11,11,7
"20. Damnak Kranh",2015,5,26,9,"Danio albolineatus",130.3,11,11,7
"20. Damnak Kranh",2015,5,38,12,"Anabas testudineus",59.3,11,11,7
"20. Damnak Kranh",2015,5,40,13,"Clarias batrachus",562.9,11,11,7
"20. Damnak Kranh",2015,5,50,16,"Parambassis siamensis",549.5,11,11,7
"20. Damnak Kranh",2015,5,52,17,"Trichogaster microlepis",30.8,11,11,7
"20. Damnak Kranh",2015,5,76,28,"Monopterus albus",385,11,11,7
"20. Damnak Kranh",2015,5,99,34,"Puntius orphoides",405.2,11,11,7
"20. Damnak Kranh",2015,5,110,24,"Ompok hypophthalmus/urbaini",48.1,11,11,7
"20. Damnak Kranh",2015,5,112,41,"Oreochromis niloticus",701,11,11,7
"20. Damnak Kranh",2015,8,1,1,"Mystus albolineatus",42.5,12,12,
"20. Damnak Kranh",2015,8,9,3,"Anematichthys/Cyclocheilichthys apogon",632.6999999999999,12,12,
"20. Damnak Kranh",2015,8,10,3,"Anematichthys repasson",195.6,12,12,
"20. Damnak Kranh",2015,8,26,9,"Danio albolineatus",413.5,12,12,
"20. Damnak Kranh",2015,8,38,12,"Anabas testudineus",145.5,12,12,
"20. Damnak Kranh",2015,8,42,13,"Clarias meladerma",200.3,12,12,
"20. Damnak Kranh",2015,8,43,14,"Channa striata",1428.8,12,12,
"20. Damnak Kranh",2015,8,50,16,"Parambassis siamensis",144.3,12,12,
"20. Damnak Kranh",2015,8,59,19,"Notopterus notopterus",20.9,12,12,
"20. Damnak Kranh",2015,8,63,21,"Xenentodon cancila",103.7,12,12,
"20. Damnak Kranh",2015,8,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",381.6,12,12,
"20. Damnak Kranh",2015,11,1,1,"Mystus albolineatus",11,13,13,8
"20. Damnak Kranh",2015,11,12,3,"Cyclocheilichthys lagleri",52.1,13,13,8
"20. Damnak Kranh",2015,11,16,5,"Puntius brevis",935.6,13,13,8
"20. Damnak Kranh",2015,11,17,5,"Puntius sp. (cf. masyai)",179.3,13,13,8
"20. Damnak Kranh",2015,11,20,6,"Labiobarbus siamensis",3.7,13,13,8
"20. Damnak Kranh",2015,11,21,6,"Labiobarbus leptocheilus",26.3,13,13,8
"20. Damnak Kranh",2015,11,24,9,"Esomus metallicus",90.69999999999999,13,13,8
"20. Damnak Kranh",2015,11,25,9,"Esomus longimanus",17.5,13,13,8
"20. Damnak Kranh",2015,11,26,9,"Danio albolineatus",11.1,13,13,8
"20. Damnak Kranh",2015,11,42,13,"Clarias meladerma",53.9,13,13,8
"20. Damnak Kranh",2015,11,43,14,"Channa striata",548.5,13,13,8
"20. Damnak Kranh",2015,11,47,15,"Pristolepis fasciata",55.5,13,13,8
"20. Damnak Kranh",2015,11,50,16,"Parambassis siamensis",1106.2,13,13,8
"20. Damnak Kranh",2015,11,52,17,"Trichogaster microlepis",83.09999999999999,13,13,8
"20. Damnak Kranh",2015,11,63,21,"Xenentodon cancila",50,13,13,8
"20. Damnak Kranh",2015,11,99,34,"Puntius orphoides",321.2,13,13,8
"20. Damnak Kranh",2015,11,101,34,"Poropuntius normani",8.300000000000001,13,13,8
"20. Damnak Kranh",2015,11,110,24,"Ompok hypophthalmus/urbaini",46.4,13,13,8
"20. Damnak Kranh",2015,11,112,41,"Oreochromis niloticus",51.6,13,13,8
"20. Damnak Kranh",2015,11,146,34,"Osteochilus waandersii",10.2,13,13,8
"20. Damnak Kranh",2015,11,147,34,"Osteochilus microcephalus",4.4,13,13,8
"21. Entark Komar",2012,11,5,1,"Mystus atrifasciatus",373,1,1,1
"21. Entark Komar",2012,11,6,1,"Mystus gulio",31,1,1,1
"21. Entark Komar",2012,11,10,3,"Anematichthys repasson",180,1,1,1
"21. Entark Komar",2012,11,12,3,"Cyclocheilichthys lagleri",4038,1,1,1
"21. Entark Komar",2012,11,15,4,"Barbonymus gonionotus",2798,1,1,1
"21. Entark Komar",2012,11,21,6,"Labiobarbus leptocheilus",75,1,1,1
"21. Entark Komar",2012,11,25,9,"Esomus longimanus",0,1,1,1
"21. Entark Komar",2012,11,27,9,"Amblypharyngodon chulabhornae",5,1,1,1
"21. Entark Komar",2012,11,38,12,"Anabas testudineus",92,1,1,1
"21. Entark Komar",2012,11,41,13,"Clarias macrocephalus",145,1,1,1
"21. Entark Komar",2012,11,47,15,"Pristolepis fasciata",191,1,1,1
"21. Entark Komar",2012,11,48,16,"Parambassis apogonoides",3,1,1,1
"21. Entark Komar",2012,11,50,16,"Parambassis siamensis",111,1,1,1
"21. Entark Komar",2012,11,56,18,"Trichopsis schalleri",0,1,1,1
"21. Entark Komar",2012,11,59,19,"Notopterus notopterus",60,1,1,1
"21. Entark Komar",2012,11,68,25,"Macrognathus siamensis",7,1,1,1
"21. Entark Komar",2012,11,78,29,"Oxyeleotris marmorata",1112,1,1,1
"21. Entark Komar",2013,2,1,1,"Mystus albolineatus",67.8,2,2,
"21. Entark Komar",2013,2,9,3,"Anematichthys/Cyclocheilichthys apogon",952.7,2,2,
"21. Entark Komar",2013,2,12,3,"Cyclocheilichthys lagleri",78.8,2,2,
"21. Entark Komar",2013,2,13,4,"Hypsibarbus lagleri",51.9,2,2,
"21. Entark Komar",2013,2,15,4,"Barbonymus gonionotus",3424.6,2,2,
"21. Entark Komar",2013,2,16,5,"Puntius brevis",34.5,2,2,
"21. Entark Komar",2013,2,40,13,"Clarias batrachus",696.8,2,2,
"21. Entark Komar",2013,2,50,16,"Parambassis siamensis",5.3,2,2,
"21. Entark Komar",2013,2,59,19,"Notopterus notopterus",224.6,2,2,
"21. Entark Komar",2013,2,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",227.6,2,2,
"21. Entark Komar",2013,5,12,3,"Cyclocheilichthys lagleri",383.9,3,3,2
"21. Entark Komar",2013,5,15,4,"Barbonymus gonionotus",630.7,3,3,2
"21. Entark Komar",2013,5,40,13,"Clarias batrachus",327.2,3,3,2
"21. Entark Komar",2013,5,43,14,"Channa striata",216.5,3,3,2
"21. Entark Komar",2013,5,59,19,"Notopterus notopterus",451.5,3,3,2
"21. Entark Komar",2013,5,78,29,"Oxyeleotris marmorata",70.5,3,3,2
"21. Entark Komar",2013,8,9,3,"Anematichthys/Cyclocheilichthys apogon",2962.6,4,4,3
"21. Entark Komar",2013,8,15,4,"Barbonymus gonionotus",3211.4,4,4,3
"21. Entark Komar",2013,8,41,13,"Clarias macrocephalus",200.5,4,4,3
"21. Entark Komar",2013,8,47,15,"Pristolepis fasciata",206.3,4,4,3
"21. Entark Komar",2013,8,50,16,"Parambassis siamensis",61.3,4,4,3
"21. Entark Komar",2013,8,59,19,"Notopterus notopterus",743.7,4,4,3
"21. Entark Komar",2013,8,69,25,"Macrognathus semiocellatus",29,4,4,3
"21. Entark Komar",2013,11,6,1,"Mystus gulio",11.2,5,5,4
"21. Entark Komar",2013,11,9,3,"Anematichthys/Cyclocheilichthys apogon",2182.5,5,5,4
"21. Entark Komar",2013,11,13,4,"Hypsibarbus lagleri",245.6,5,5,4
"21. Entark Komar",2013,11,15,4,"Barbonymus gonionotus",1351.1,5,5,4
"21. Entark Komar",2013,11,24,9,"Esomus metallicus",5.2,5,5,4
"21. Entark Komar",2013,11,28,9,"Rasbora daniconius",6.6,5,5,4
"21. Entark Komar",2013,11,32,9,"Rasbora borapetensis",.8,5,5,4
"21. Entark Komar",2013,11,43,14,"Channa striata",63.8,5,5,4
"21. Entark Komar",2013,11,47,15,"Pristolepis fasciata",71.2,5,5,4
"21. Entark Komar",2013,11,50,16,"Parambassis siamensis",474.1,5,5,4
"21. Entark Komar",2013,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",6.1,5,5,4
"21. Entark Komar",2013,11,78,29,"Oxyeleotris marmorata",1527.1,5,5,4
"21. Entark Komar",2013,11,79,30,"Hampala macrolepidota",10.6,5,5,4
"21. Entark Komar",2014,2,4,1,"Mystus mysticetus",40,6,6,
"21. Entark Komar",2014,2,5,1,"Mystus atrifasciatus",79.59999999999999,6,6,
"21. Entark Komar",2014,2,9,3,"Anematichthys/Cyclocheilichthys apogon",2559,6,6,
"21. Entark Komar",2014,2,12,3,"Cyclocheilichthys lagleri",33.40000000000001,6,6,
"21. Entark Komar",2014,2,15,4,"Barbonymus gonionotus",1652.1,6,6,
"21. Entark Komar",2014,2,38,12,"Anabas testudineus",39.7,6,6,
"21. Entark Komar",2014,2,40,13,"Clarias batrachus",712.3,6,6,
"21. Entark Komar",2014,2,43,14,"Channa striata",257.9,6,6,
"21. Entark Komar",2014,2,47,15,"Pristolepis fasciata",578.1,6,6,
"21. Entark Komar",2014,2,50,16,"Parambassis siamensis",3.2,6,6,
"21. Entark Komar",2014,2,79,30,"Hampala macrolepidota",106.6,6,6,
"21. Entark Komar",2014,5,4,1,"Mystus mysticetus",237.3,7,7,5
"21. Entark Komar",2014,5,9,3,"Anematichthys/Cyclocheilichthys apogon",2665.8,7,7,5
"21. Entark Komar",2014,5,15,4,"Barbonymus gonionotus",4306.6,7,7,5
"21. Entark Komar",2014,5,40,13,"Clarias batrachus",1351.8,7,7,5
"21. Entark Komar",2014,5,43,14,"Channa striata",85.2,7,7,5
"21. Entark Komar",2014,5,47,15,"Pristolepis fasciata",35,7,7,5
"21. Entark Komar",2014,5,53,17,"Trichopodus trichopterus",41.8,7,7,5
"21. Entark Komar",2014,5,59,19,"Notopterus notopterus",267.6,7,7,5
"21. Entark Komar",2014,8,4,1,"Mystus mysticetus",44.6,8,8,
"21. Entark Komar",2014,8,9,3,"Anematichthys/Cyclocheilichthys apogon",663.1,8,8,
"21. Entark Komar",2014,8,15,4,"Barbonymus gonionotus",2872.7,8,8,
"21. Entark Komar",2014,8,47,15,"Pristolepis fasciata",204.1,8,8,
"21. Entark Komar",2014,8,50,16,"Parambassis siamensis",11.2,8,8,
"21. Entark Komar",2014,8,51,17,"Trichopodus pectoralis",243.4,8,8,
"21. Entark Komar",2014,8,59,19,"Notopterus notopterus",597.3,8,8,
"21. Entark Komar",2014,8,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",81,8,8,
"21. Entark Komar",2014,8,69,25,"Macrognathus semiocellatus",48.1,8,8,
"21. Entark Komar",2014,8,79,30,"Hampala macrolepidota",55.5,8,8,
"21. Entark Komar",2014,11,4,1,"Mystus mysticetus",269.8,9,9,6
"21. Entark Komar",2014,11,12,3,"Cyclocheilichthys lagleri",1845,9,9,6
