hhid,year,month,effort_persondays
1,2012,11,5
1,2013,1,3
1,2013,5,5
1,2013,8,6
1,2013,9,6
1,2013,11,4
1,2014,1,3
1,2014,3,6
1,2014,5,9
1,2014,7,4
1,2014,9,9
1,2014,11,7
1,2015,1,3
1,2015,3,5
1,2015,5,4
1,2015,7,5
1,2015,9,7
1,2015,11,10
2,2012,11,1
2,2013,1,9
2,2013,3,1
2,2013,5,2
2,2013,8,3
2,2013,9,6
2,2013,11,4
2,2014,1,3
2,2014,5,5
2,2014,7,12
2,2014,9,4
2,2014,11,7
2,2015,1,11
2,2015,3,3
2,2015,5,5
2,2015,7,5
2,2015,9,4
2,2015,11,3
4,2012,11,4
4,2013,1,1
4,2013,3,1
4,2013,5,3
4,2013,8,2
4,2013,9,5
4,2013,11,7
4,2014,3,4
4,2014,5,1
4,2014,7,10
4,2014,9,2
4,2014,11,7
4,2015,1,2
4,2015,3,1
4,2015,5,1
4,2015,9,8
4,2015,11,8
5,2012,11,3
5,2013,3,6
5,2013,5,2
5,2013,8,7
5,2013,9,6
5,2013,11,10
7,2012,11,7
7,2013,1,12
7,2013,3,7
7,2013,5,4
7,2013,8,7
7,2013,9,7
7,2013,11,14
7,2014,1,14
7,2014,3,5
7,2014,5,6
7,2014,7,3
7,2014,9,3
7,2014,11,7
7,2015,1,3
7,2015,3,2
7,2015,5,10
7,2015,7,7
7,2015,9,18
7,2015,11,11
8,2012,11,2
8,2013,1,4
8,2013,3,1
8,2013,5,4
8,2013,8,2
8,2013,9,1
8,2013,11,10
8,2014,1,2
8,2014,3,3
8,2014,5,4
8,2014,7,3
8,2014,9,5
8,2014,11,7
8,2015,1,1
8,2015,3,2
8,2015,5,3
8,2015,7,1
8,2015,9,5
8,2015,11,10
9,2012,11,7
9,2013,1,3
9,2013,3,4
9,2013,5,6
9,2013,8,17
9,2013,9,7
9,2013,11,11
9,2014,1,9
9,2014,3,5
9,2014,5,7
9,2014,7,5
9,2014,9,21
9,2014,11,2
9,2015,1,9
9,2015,3,4
9,2015,5,5
9,2015,7,5
9,2015,9,11
9,2015,11,13
10,2012,11,2
10,2013,1,2
10,2013,5,2
10,2013,8,4
10,2013,9,2
10,2013,11,7
10,2014,1,1
10,2014,5,1
10,2014,9,7
10,2014,11,7
10,2015,1,2
10,2015,3,1
10,2015,5,3
10,2015,9,4
10,2015,11,7
12,2014,9,8
12,2014,11,13
12,2015,1,1
12,2015,3,6
12,2015,5,5
12,2015,7,8
12,2015,9,8
12,2015,11,12
13,2012,11,7
13,2013,1,7
13,2013,3,5
13,2013,5,3
13,2013,8,3
13,2013,11,3
13,2014,1,3
13,2014,3,1
13,2014,5,5
14,2012,11,2
14,2013,1,2
14,2013,3,1
14,2013,5,7
14,2013,9,1
14,2013,11,8
14,2014,1,1
14,2014,3,2
14,2014,5,1
14,2014,7,2
14,2014,9,3
14,2014,11,8
14,2015,1,2
14,2015,3,1
14,2015,7,1
14,2015,9,9
14,2015,11,7
16,2014,1,3
16,2014,11,2
16,2015,1,3
16,2015,9,3
16,2015,11,11
19,2014,5,2
19,2014,7,7
19,2014,9,7
19,2014,11,7
19,2015,1,1
19,2015,3,2
19,2015,5,1
19,2015,9,1
19,2015,11,1
20,2012,11,2
20,2013,1,1
20,2013,3,2
20,2013,5,1
20,2013,8,3
20,2013,9,5
20,2013,11,5
20,2014,1,1
20,2014,5,4
20,2014,7,9
20,2014,9,6
20,2014,11,7
20,2015,3,2
20,2015,5,3
20,2015,7,2
20,2015,9,2
20,2015,11,7
21,2013,3,1
21,2013,8,2
21,2013,9,7
21,2013,11,4
21,2014,1,1
21,2014,3,2
21,2014,5,2
21,2014,7,2
21,2014,9,2
21,2014,11,11
21,2015,1,1
21,2015,3,1
21,2015,7,1
21,2015,9,3
21,2015,11,2
22,2012,11,2
22,2013,1,4
22,2013,3,1
22,2013,5,4
22,2013,8,1
22,2013,9,1
22,2013,11,7
22,2014,3,1
22,2014,5,3
22,2014,7,6
22,2014,9,2
22,2014,11,7
22,2015,1,6
22,2015,3,3
22,2015,5,1
22,2015,7,1
22,2015,9,8
22,2015,11,10
23,2012,11,6
23,2013,1,2
23,2013,3,4
23,2013,5,6
23,2013,8,2
23,2013,9,3
23,2013,11,7
23,2014,3,1
23,2014,5,2
23,2014,7,1
23,2014,9,2
23,2014,11,7
23,2015,1,2
23,2015,5,3
23,2015,7,3
23,2015,9,3
24,2012,11,1
24,2013,1,1
24,2013,3,1
24,2013,5,2
24,2013,8,2
24,2013,9,4
24,2013,11,9
24,2014,1,9
24,2014,3,2
24,2014,5,6
24,2014,7,7
24,2014,9,5
24,2014,11,7
24,2015,1,9
24,2015,3,2
24,2015,5,2
24,2015,9,3
24,2015,11,7
25,2012,11,7
25,2013,1,2
25,2013,3,1
25,2013,5,12
25,2013,8,9
25,2013,9,2
25,2013,11,8
25,2014,1,7
25,2014,3,2
25,2014,5,7
25,2014,7,7
25,2014,9,7
25,2014,11,7
25,2015,1,5
25,2015,3,3
25,2015,5,3
25,2015,7,1
25,2015,9,1
26,2012,11,4
26,2013,1,2
26,2013,3,1
26,2013,5,2
26,2013,8,10
26,2013,9,3
26,2013,11,4
28,2012,11,6
28,2013,1,6
28,2013,3,3
28,2013,5,3
28,2013,8,1
28,2013,9,5
28,2013,11,9
28,2014,1,3
28,2014,3,3
28,2014,5,2
28,2014,7,5
28,2014,9,2
28,2014,11,11
28,2015,1,1
28,2015,3,3
28,2015,5,3
28,2015,9,1
28,2015,11,7
30,2012,11,5
30,2013,1,4
30,2013,11,7
30,2014,3,2
30,2014,5,2
30,2014,7,4
30,2014,9,3
30,2014,11,3
30,2015,9,1
30,2015,11,3
31,2012,11,4
31,2013,5,4
31,2013,9,1
31,2013,11,7
31,2014,1,3
31,2014,3,1
31,2014,5,2
31,2014,7,1
31,2014,9,5
31,2014,11,7
31,2015,3,2
31,2015,5,2
31,2015,7,2
31,2015,9,9
31,2015,11,4
33,2012,11,10
33,2013,3,2
33,2013,5,3
33,2013,8,6
33,2013,9,7
33,2013,11,7
33,2014,1,3
33,2014,3,14
33,2014,5,6
33,2014,7,7
33,2014,9,6
33,2014,11,5
33,2015,1,6
33,2015,3,1
33,2015,5,6
33,2015,9,3
33,2015,11,2
34,2014,1,4
34,2014,3,1
34,2014,5,3
34,2014,7,1
34,2014,9,11
34,2014,11,9
34,2015,1,5
34,2015,3,6
34,2015,5,3
34,2015,9,2
34,2015,11,7
37,2012,11,7
37,2013,1,3
37,2013,5,3
37,2013,8,3
37,2013,9,3
37,2013,11,5
37,2014,1,3
38,2012,11,5
38,2013,1,2
38,2013,3,4
38,2013,5,3
38,2013,8,1
38,2013,9,5
38,2013,11,3
38,2014,1,7
38,2014,3,3
38,2014,5,4
38,2014,7,3
38,2014,9,4
38,2014,11,12
38,2015,1,4
38,2015,3,3
38,2015,5,1
38,2015,7,3
38,2015,9,7
38,2015,11,5
39,2012,11,3
39,2013,1,3
39,2013,3,3
39,2013,5,2
39,2013,8,5
39,2013,9,1
39,2013,11,1
39,2014,1,1
40,2012,11,1
40,2013,1,3
40,2013,3,9
40,2013,9,2
40,2013,11,9
40,2014,1,7
40,2014,3,4
40,2014,5,4
40,2014,7,2
40,2014,9,7
40,2014,11,7
40,2015,1,2
40,2015,3,1
40,2015,5,3
40,2015,9,1
40,2015,11,6
41,2012,11,3
41,2013,1,6
41,2013,3,3
41,2013,5,10
41,2013,8,10
41,2013,9,7
41,2013,11,10
41,2014,1,3
41,2014,3,16
41,2014,5,2
41,2014,7,9
41,2014,9,17
41,2014,11,9
41,2015,1,7
41,2015,3,2
41,2015,5,7
41,2015,7,7
41,2015,9,7
41,2015,11,8
43,2013,3,2
43,2013,8,2
43,2013,11,3
43,2014,1,6
43,2014,3,1
43,2014,9,7
43,2014,11,7
43,2015,3,2
43,2015,5,2
43,2015,7,1
43,2015,9,1
43,2015,11,3
44,2012,11,3
44,2013,1,1
44,2013,3,3
44,2013,5,1
44,2013,8,4
44,2013,9,3
44,2013,11,1
45,2014,5,1
45,2014,7,2
45,2014,9,5
45,2014,11,1
45,2015,1,1
45,2015,3,3
45,2015,5,4
45,2015,7,2
45,2015,9,3
45,2015,11,2
46,2014,3,4
46,2014,5,5
46,2014,7,4
46,2014,9,3
46,2014,11,3
46,2015,1,5
46,2015,3,3
46,2015,5,2
46,2015,7,4
46,2015,9,3
46,2015,11,2
47,2012,11,1
47,2013,1,3
47,2013,8,5
47,2013,9,10
47,2013,11,7
47,2014,1,6
47,2014,5,2
47,2014,7,4
47,2014,9,4
47,2014,11,4
47,2015,3,4
47,2015,5,3
47,2015,9,2
47,2015,11,7
48,2013,3,1
48,2013,8,2
48,2013,9,2
48,2013,11,7
48,2014,1,7
48,2014,3,3
48,2014,5,4
48,2014,7,1
48,2014,9,4
48,2014,11,5
48,2015,1,2
48,2015,3,2
48,2015,5,4
48,2015,7,3
48,2015,9,3
48,2015,11,7
49,2012,11,7
49,2013,1,2
49,2013,3,10
49,2013,5,2
49,2013,8,3
49,2013,9,8
49,2013,11,8
49,2014,1,5
49,2014,3,5
49,2014,5,2
49,2014,7,2
49,2014,9,2
49,2014,11,7
49,2015,1,1
49,2015,3,9
49,2015,5,3
49,2015,7,2
49,2015,9,7
49,2015,11,5
50,2012,11,2
50,2013,1,5
50,2013,3,6
50,2013,5,3
50,2013,9,10
50,2013,11,13
50,2014,1,5
50,2014,3,3
50,2014,5,2
50,2014,9,12
50,2014,11,11
50,2015,1,3
50,2015,3,1
50,2015,5,3
50,2015,7,4
50,2015,9,7
50,2015,11,7
51,2012,11,9
51,2013,1,7
51,2013,3,7
51,2013,5,3
51,2013,8,5
51,2013,9,8
51,2013,11,2
51,2014,1,10
51,2014,3,6
51,2014,5,10
51,2014,7,15
51,2014,9,9
51,2015,1,2
51,2015,3,1
51,2015,5,4
51,2015,7,2
51,2015,9,7
51,2015,11,14
53,2014,1,3
53,2014,3,1
53,2014,5,2
53,2014,7,2
53,2014,9,3
53,2014,11,2
53,2015,1,3
53,2015,3,2
53,2015,5,3
53,2015,7,7
53,2015,9,6
53,2015,11,5
54,2013,1,1
54,2013,8,3
55,2012,11,3
55,2013,1,1
55,2013,8,7
55,2013,9,2
55,2013,11,7
55,2014,1,4
55,2014,3,7
55,2014,5,14
55,2014,7,11
55,2014,9,12
55,2014,11,7
55,2015,1,7
55,2015,3,7
55,2015,5,4
55,2015,7,14
55,2015,9,7
55,2015,11,14
56,2012,11,6
56,2013,1,2
56,2013,3,6
56,2013,5,1
56,2013,8,5
56,2013,9,4
56,2013,11,8
56,2014,1,6
56,2014,3,7
56,2014,5,7
56,2014,7,4
56,2014,9,2
56,2014,11,7
56,2015,5,3
56,2015,7,2
56,2015,9,2
56,2015,11,14
58,2012,11,5
58,2013,3,3
58,2013,8,5
58,2013,11,3
58,2014,1,2
58,2014,5,1
58,2014,7,2
58,2014,9,2
58,2014,11,4
58,2015,3,1
58,2015,5,5
58,2015,7,8
58,2015,9,5
58,2015,11,6
61,2012,11,2
61,2013,1,1
61,2013,3,5
61,2013,5,5
61,2013,9,5
61,2013,11,8
61,2014,1,10
61,2014,3,2
61,2014,5,5
61,2014,7,3
61,2014,9,5
61,2014,11,7
61,2015,1,5
61,2015,3,3
61,2015,5,1
61,2015,7,3
61,2015,9,7
61,2015,11,9
62,2012,11,1
62,2013,3,3
62,2013,5,5
62,2013,8,4
62,2013,9,4
62,2013,11,8
62,2014,1,18
62,2014,3,8
62,2014,5,5
62,2014,7,1
62,2014,9,5
62,2014,11,7
62,2015,1,2
62,2015,3,2
62,2015,5,3
62,2015,7,6
62,2015,9,11
62,2015,11,10
64,2012,11,2
64,2013,1,1
64,2013,3,1
64,2013,5,3
64,2013,8,5
64,2013,9,2
64,2013,11,5
64,2014,1,4
64,2014,3,11
64,2014,5,5
64,2014,7,5
64,2014,9,3
64,2014,11,2
64,2015,1,3
64,2015,3,4
64,2015,5,3
64,2015,7,2
64,2015,9,11
64,2015,11,10
67,2012,11,10
67,2013,1,4
67,2013,3,5
67,2013,5,5
67,2013,8,10
67,2013,9,17
67,2013,11,9
67,2014,1,8
67,2014,3,8
67,2014,5,7
67,2014,7,8
67,2014,9,8
67,2014,11,14
67,2015,1,4
67,2015,3,8
67,2015,5,7
67,2015,7,4
67,2015,9,9
67,2015,11,7
68,2012,11,2
68,2013,1,3
68,2013,3,1
68,2013,8,2
68,2014,1,2
68,2014,3,1
68,2014,5,6
68,2014,7,1
68,2014,9,4
68,2015,9,3
68,2015,11,3
69,2012,11,8
69,2013,1,5
69,2013,5,3
69,2013,8,7
69,2013,9,6
69,2013,11,2
69,2014,1,5
69,2014,3,2
69,2014,5,2
69,2014,7,3
69,2014,9,3
69,2014,11,3
69,2015,3,1
69,2015,5,6
69,2015,7,5
69,2015,9,3
69,2015,11,7
70,2012,11,10
70,2013,1,6
70,2013,3,5
70,2013,5,8
70,2013,8,10
70,2013,9,7
70,2013,11,3
70,2014,1,2
70,2014,3,3
70,2014,5,1
70,2014,7,5
70,2014,9,4
70,2014,11,3
70,2015,1,1
70,2015,3,1
70,2015,5,2
70,2015,9,9
70,2015,11,9
71,2012,11,3
71,2013,1,14
71,2013,3,3
71,2013,8,2
71,2013,9,3
71,2013,11,14
71,2014,1,2
71,2014,3,10
71,2014,7,2
71,2014,11,10
71,2015,1,14
71,2015,7,1
71,2015,9,7
72,2012,11,2
72,2013,3,2
72,2013,9,9
72,2013,11,6
72,2014,1,3
72,2014,3,4
72,2014,5,3
72,2014,7,4
72,2014,9,2
72,2014,11,3
72,2015,7,3
73,2012,11,7
73,2013,8,4
73,2013,9,4
73,2013,11,4
73,2014,3,2
73,2014,7,3
73,2014,9,2
73,2014,11,2
73,2015,1,1
73,2015,5,1
73,2015,11,3
74,2012,11,7
74,2013,1,7
74,2013,3,4
74,2013,8,7
74,2013,9,7
74,2013,11,7
74,2014,1,5
74,2014,3,2
74,2014,7,3
74,2014,9,7
74,2014,11,7
74,2015,7,7
74,2015,9,12
74,2015,11,9
75,2012,11,2
75,2013,8,2
75,2013,9,7
75,2013,11,3
75,2014,1,1
75,2014,5,1
75,2014,9,7
75,2014,11,3
75,2015,1,1
75,2015,9,10
75,2015,11,8
79,2012,11,7
79,2013,1,14
79,2013,3,2
79,2013,8,3
79,2013,9,2
79,2014,1,4
79,2014,5,1
79,2014,7,1
79,2014,9,2
79,2014,11,2
79,2015,1,3
79,2015,3,2
79,2015,5,2
79,2015,7,2
79,2015,9,5
79,2015,11,2
83,2012,11,5
83,2013,1,7
83,2013,9,3
83,2013,11,7
83,2014,1,5
83,2014,3,1
83,2014,5,3
83,2014,7,2
83,2014,9,7
83,2014,11,7
83,2015,1,7
83,2015,5,2
83,2015,9,4
83,2015,11,7
84,2012,11,5
84,2013,1,4
84,2013,5,3
84,2013,8,2
84,2013,9,7
84,2013,11,6
84,2014,1,1
84,2014,3,2
84,2014,5,2
84,2014,7,1
84,2014,9,3
84,2014,11,4
84,2015,1,3
84,2015,3,1
84,2015,7,4
84,2015,11,7
85,2012,11,3
85,2013,5,1
85,2013,9,7
85,2013,11,3
85,2014,1,2
85,2014,3,3
85,2014,9,3
85,2014,11,1
85,2015,11,7
86,2012,11,3
86,2013,1,2
86,2013,3,1
86,2013,5,2
86,2013,9,3
86,2013,11,7
86,2014,1,2
86,2014,7,1
86,2014,9,3
86,2014,11,3
86,2015,1,5
86,2015,3,1
86,2015,9,2
86,2015,11,7
87,2013,1,1
87,2013,3,1
87,2013,5,1
87,2013,8,3
87,2013,9,3
87,2013,11,1
87,2014,1,3
87,2014,3,4
87,2014,5,2
87,2014,7,3
87,2014,9,3
87,2014,11,3
87,2015,1,1
87,2015,3,1
87,2015,9,7
87,2015,11,7
88,2013,3,6
88,2013,8,7
88,2013,9,7
88,2013,11,2
88,2014,5,2
88,2014,7,5
88,2014,9,3
88,2014,11,8
88,2015,1,1
88,2015,3,7
88,2015,7,1
88,2015,9,8
88,2015,11,7
89,2013,1,4
89,2013,5,1
89,2013,8,1
89,2013,11,4
89,2014,3,2
89,2014,9,3
89,2014,11,2
89,2015,1,2
89,2015,5,3
89,2015,9,2
89,2015,11,4
93,2012,11,3
93,2013,1,1
93,2013,5,8
93,2013,9,3
93,2013,11,7
93,2014,1,3
93,2014,3,1
93,2014,5,1
93,2014,7,8
93,2014,9,8
93,2014,11,7
93,2015,1,7
93,2015,3,1
93,2015,5,2
93,2015,7,1
93,2015,9,3
93,2015,11,7
94,2012,11,2
94,2013,1,1
94,2013,3,7
94,2013,8,2
94,2013,9,3
94,2013,11,8
94,2014,1,3
94,2014,3,1
94,2014,5,4
94,2014,9,3
94,2014,11,3
94,2015,3,2
94,2015,5,5
94,2015,7,1
94,2015,9,7
94,2015,11,5
96,2012,11,4
96,2013,1,1
96,2013,3,7
96,2013,5,1
96,2013,9,4
96,2013,11,3
96,2014,1,3
96,2014,3,5
96,2014,7,2
96,2014,9,3
96,2014,11,4
96,2015,1,4
96,2015,5,1
96,2015,9,1
96,2015,11,2
97,2012,11,3
97,2013,3,5
97,2013,5,1
97,2013,11,2
97,2014,1,5
97,2014,5,4
97,2014,7,4
97,2014,9,3
97,2014,11,7
97,2015,1,5
97,2015,3,1
97,2015,5,8
97,2015,7,3
97,2015,9,6
97,2015,11,7
98,2012,11,5
98,2013,3,2
98,2013,5,1
98,2013,9,1
98,2013,11,3
98,2014,3,1
98,2014,5,1
98,2014,7,4
98,2015,1,2
98,2015,5,2
99,2012,11,1
99,2013,1,6
99,2013,8,2
99,2013,9,4
99,2013,11,3
99,2014,1,3
99,2014,3,6
99,2014,9,6
99,2015,1,2
99,2015,7,3
99,2015,9,2
101,2012,11,8
101,2013,1,3
101,2013,3,2
101,2013,5,5
101,2013,8,5
101,2013,9,8
101,2014,1,4
101,2014,3,1
101,2014,5,4
101,2014,7,2
101,2014,9,1
101,2015,1,1
101,2015,3,3
101,2015,5,4
101,2015,11,3
102,2012,11,7
102,2013,1,5
102,2013,5,3
102,2013,8,1
102,2013,9,1
102,2013,11,2
102,2014,1,1
102,2014,3,1
102,2014,5,1
102,2014,7,1
102,2014,9,5
102,2014,11,2
102,2015,5,1
102,2015,7,2
102,2015,9,2
102,2015,11,3
103,2012,11,3
103,2013,1,3
103,2013,5,1
103,2013,8,4
103,2013,9,4
103,2013,11,3
103,2014,1,3
103,2014,3,3
103,2014,5,4
103,2014,7,4
103,2014,9,5
103,2014,11,4
103,2015,1,1
103,2015,3,4
103,2015,5,2
103,2015,7,2
106,2012,11,12
106,2013,1,2
106,2013,3,3
106,2013,8,1
106,2013,9,2
106,2013,11,3
106,2014,9,2
106,2014,11,2
106,2015,3,1
106,2015,5,2
106,2015,7,5
106,2015,9,2
107,2013,1,2
107,2013,8,4
107,2013,9,6
107,2013,11,2
107,2014,1,2
107,2014,5,2
107,2014,7,2
107,2015,1,1
107,2015,3,1
107,2015,5,3
107,2015,7,1
107,2015,9,3
107,2015,11,2
109,2012,11,5
109,2013,1,6
109,2013,3,6
109,2013,5,1
109,2013,9,5
109,2013,11,2
109,2014,1,8
109,2014,3,4
109,2014,5,6
109,2014,7,7
109,2014,9,6
109,2014,11,2
109,2015,1,2
109,2015,3,4
109,2015,5,2
109,2015,7,5
109,2015,9,3
109,2015,11,2
110,2012,11,7
110,2013,1,7
110,2013,3,1
110,2013,8,5
110,2013,9,2
110,2013,11,14
110,2014,1,7
110,2014,3,3
110,2014,7,5
110,2014,9,7
110,2015,5,1
110,2015,9,7
110,2015,11,7
113,2012,11,7
113,2013,1,3
113,2013,8,6
113,2013,9,3
113,2013,11,3
113,2014,1,3
113,2014,3,3
113,2015,5,4
113,2015,7,2
113,2015,9,3
113,2015,11,5
115,2012,11,14
115,2013,1,14
115,2013,3,14
115,2013,5,12
115,2013,8,3
115,2013,9,10
115,2013,11,3
115,2014,1,3
115,2014,3,5
115,2014,7,3
115,2014,9,2
115,2014,11,5
115,2015,1,6
115,2015,3,2
115,2015,5,5
115,2015,7,3
115,2015,9,8
115,2015,11,5
116,2012,11,9
116,2013,1,4
116,2013,3,12
116,2013,8,9
116,2013,9,3
117,2012,11,7
117,2013,3,3
117,2013,5,2
117,2013,8,5
117,2013,9,3
117,2014,1,3
117,2014,3,1
117,2014,5,4
117,2014,9,3
117,2014,11,3
117,2015,1,2
117,2015,5,3
117,2015,11,4
118,2013,11,7
118,2014,1,1
118,2014,5,3
118,2014,11,4
118,2015,1,5
118,2015,3,3
118,2015,5,2
118,2015,7,2
118,2015,9,3
118,2015,11,4
119,2012,11,3
119,2013,1,1
119,2013,5,1
119,2013,8,7
119,2013,9,8
119,2013,11,1
119,2014,9,2
119,2015,3,3
120,2012,11,1
120,2013,1,2
120,2013,3,2
120,2013,8,6
120,2013,9,3
120,2013,11,2
120,2014,3,4
120,2014,5,4
120,2014,7,2
120,2014,9,4
120,2014,11,5
120,2015,7,3
120,2015,9,4
120,2015,11,5
121,2012,11,5
121,2013,1,1
121,2013,3,3
121,2013,5,10
121,2013,8,6
121,2013,9,6
121,2013,11,7
121,2014,3,2
121,2014,5,3
121,2014,7,4
121,2014,9,5
121,2014,11,4
121,2015,1,3
121,2015,3,3
121,2015,5,3
121,2015,7,3
121,2015,9,3
121,2015,11,5
122,2012,11,5
122,2013,1,6
122,2013,3,2
122,2013,8,2
122,2013,11,7
122,2014,7,2
122,2014,9,4
122,2014,11,5
122,2015,1,6
122,2015,3,3
122,2015,11,12
123,2012,11,1
123,2013,1,2
123,2013,3,4
123,2013,5,1
123,2013,11,10
123,2014,7,6
123,2014,9,3
123,2014,11,3
123,2015,11,10
126,2012,11,9
126,2013,1,6
126,2013,3,6
126,2013,5,2
126,2013,8,4
126,2013,9,8
126,2013,11,5
126,2014,1,2
126,2014,3,3
126,2014,5,3
126,2014,7,2
126,2014,9,2
126,2014,11,4
126,2015,1,4
126,2015,9,3
126,2015,11,4
129,2012,11,6
129,2013,1,1
129,2013,3,3
129,2013,5,2
129,2013,8,2
129,2013,9,6
129,2013,11,10
129,2014,5,2
129,2014,9,3
129,2014,11,5
129,2015,1,6
129,2015,5,3
129,2015,11,10
131,2012,11,3
131,2013,3,6
131,2013,5,1
131,2013,8,3
131,2013,9,2
131,2013,11,9
131,2014,1,5
131,2014,3,2
131,2014,5,2
131,2014,7,3
131,2014,9,3
131,2014,11,8
131,2015,1,6
131,2015,3,3
131,2015,5,3
131,2015,9,3
131,2015,11,8
132,2012,11,7
132,2013,1,3
132,2013,3,8
132,2013,5,2
132,2013,8,2
132,2013,9,11
132,2013,11,10
132,2014,1,5
132,2014,3,2
132,2014,5,3
132,2014,7,3
132,2014,9,3
132,2014,11,3
132,2015,1,6
132,2015,9,4
132,2015,11,10
133,2012,11,6
133,2013,1,1
133,2013,3,2
133,2013,5,2
133,2013,8,16
133,2013,9,6
133,2013,11,10
135,2012,11,5
135,2013,5,2
135,2013,8,14
135,2013,9,3
135,2013,11,3
135,2014,1,3
135,2014,3,1
135,2014,7,5
135,2014,9,4
135,2014,11,4
135,2015,3,4
135,2015,5,3
135,2015,7,3
135,2015,9,3
135,2015,11,10
136,2012,11,8
136,2013,8,3
136,2013,11,4
136,2014,1,1
136,2014,7,2
136,2014,9,4
136,2014,11,3
136,2015,1,3
136,2015,3,2
136,2015,9,3
136,2015,11,8
137,2012,11,5
137,2013,1,2
137,2013,3,4
137,2013,5,2
137,2013,8,7
137,2013,9,6
137,2013,11,6
137,2014,1,3
137,2014,3,3
137,2014,5,4
137,2014,7,4
137,2014,11,5
137,2015,1,4
137,2015,3,4
137,2015,5,3
137,2015,7,3
137,2015,9,5
137,2015,11,5
138,2014,1,7
138,2014,5,6
138,2014,7,2
138,2014,9,8
138,2014,11,4
138,2015,3,6
138,2015,9,8
138,2015,11,10
139,2012,11,1
139,2013,1,2
139,2013,3,5
139,2013,5,4
139,2013,8,3
139,2013,9,14
139,2013,11,5
139,2014,1,5
139,2014,5,4
139,2014,7,2
139,2014,9,4
139,2014,11,4
139,2015,5,3
139,2015,7,3
139,2015,11,5
141,2012,11,8
141,2013,1,2
141,2013,3,6
141,2013,5,12
141,2013,8,6
141,2013,9,10
141,2013,11,4
141,2014,1,2
141,2014,3,4
141,2014,7,5
141,2014,9,8
141,2014,11,4
141,2015,1,6
141,2015,3,8
141,2015,5,6
141,2015,7,2
141,2015,9,6
141,2015,11,10
143,2012,11,1
143,2013,3,3
143,2013,5,2
143,2013,8,3
143,2013,9,6
143,2013,11,10
143,2014,1,3
143,2014,5,6
143,2014,7,3
143,2014,9,3
143,2014,11,4
143,2015,1,3
143,2015,3,6
143,2015,7,2
143,2015,9,3
143,2015,11,10
145,2012,11,7
145,2013,1,2
145,2013,3,5
145,2013,5,10
145,2013,8,8
145,2013,9,8
145,2013,11,12
145,2014,1,8
145,2014,5,6
145,2014,9,1
145,2015,1,8
145,2015,3,2
145,2015,5,8
145,2015,11,1
147,2012,11,1
147,2013,1,1
147,2013,3,4
147,2013,5,6
147,2013,8,2
147,2013,11,1
147,2014,7,1
147,2014,11,5
147,2015,1,2
147,2015,3,5
147,2015,9,2
147,2015,11,4
150,2012,11,3
150,2013,1,1
150,2013,5,1
150,2013,8,8
150,2013,9,8
150,2013,11,10
150,2014,5,2
150,2014,9,6
150,2014,11,3
150,2015,1,4
150,2015,3,3
150,2015,5,2
150,2015,7,2
150,2015,9,2
150,2015,11,6
151,2012,11,3
151,2013,1,3
151,2013,3,2
151,2013,5,3
151,2013,8,1
151,2013,9,6
151,2013,11,9
151,2014,1,6
151,2014,3,1
151,2014,5,6
151,2014,7,2
151,2014,9,4
151,2014,11,3
151,2015,1,2
151,2015,3,1
151,2015,5,6
151,2015,7,5
151,2015,9,3
151,2015,11,3
155,2012,11,6
155,2013,1,2
155,2013,3,3
155,2013,5,3
155,2013,8,9
155,2013,9,14
155,2013,11,8
155,2014,1,6
155,2014,3,10
155,2014,5,9
155,2014,7,12
155,2014,9,3
155,2014,11,10
155,2015,1,12
155,2015,3,6
155,2015,5,1
155,2015,7,3
155,2015,9,6
155,2015,11,14
156,2012,11,10
156,2013,5,12
156,2013,8,2
156,2013,9,8
156,2013,11,4
156,2014,1,9
156,2014,5,4
156,2014,7,6
156,2014,11,8
156,2015,1,12
156,2015,3,2
156,2015,5,6
156,2015,7,4
156,2015,9,6
156,2015,11,4
157,2012,11,6
157,2013,1,2
157,2013,5,4
157,2013,8,2
157,2013,9,8
157,2013,11,3
157,2014,3,6
157,2014,5,2
157,2014,7,3
157,2014,9,2
157,2015,1,2
157,2015,7,3
157,2015,11,3
158,2012,11,8
158,2013,3,2
158,2013,5,2
158,2013,9,14
158,2013,11,6
158,2014,1,2
158,2014,5,3
158,2014,7,2
158,2014,9,2
158,2014,11,3
158,2015,1,1
158,2015,3,5
158,2015,5,2
158,2015,7,1
158,2015,9,4
158,2015,11,12
159,2012,11,10
159,2013,1,4
159,2013,3,7
159,2013,5,14
159,2013,8,14
159,2013,9,14
159,2013,11,12
159,2014,1,18
159,2014,3,9
159,2014,5,12
159,2014,7,10
159,2014,9,12
159,2014,11,7
159,2015,1,6
159,2015,3,8
159,2015,5,12
159,2015,7,10
159,2015,9,10
159,2015,11,14
160,2012,11,7
160,2013,1,14
160,2013,3,8
160,2013,5,10
160,2013,8,6
160,2013,11,17
160,2014,1,18
160,2014,3,21
160,2014,5,9
160,2014,7,15
160,2014,9,10
160,2014,11,21
160,2015,1,10
160,2015,3,6
160,2015,5,10
160,2015,7,6
160,2015,9,8
160,2015,11,19
161,2012,11,4
161,2013,1,2
161,2013,3,5
161,2013,5,12
161,2013,8,7
161,2013,9,8
161,2013,11,3
161,2014,1,2
161,2014,3,1
161,2014,5,6
161,2014,7,6
161,2014,9,6
161,2014,11,4
161,2015,1,3
161,2015,3,2
161,2015,5,8
