"","hhid","sold","catch","cons","cfr"
"289",79,NA,1.7137810055029e-07,1.72063150819992e-06,1.91996224815832e-05
"290",85,NA,1.10537388210674e-07,2.31761000410048e-06,3.51612416020288e-06
"291",97,NA,1.66913469187566e-07,2.50458332101598e-06,7.82525792808899e-07
"292",98,NA,4.40888003755832e-08,5.62358622044423e-07,7.82525792808899e-07
"293",101,NA,8.92885243312462e-08,2.24283263781889e-06,7.82525792808899e-07
"294",113,NA,1.22200402970373e-07,3.08200126218536e-06,1.25249466391072e-06
"295",115,NA,1.33969860638744e-07,3.04638845346809e-06,1.25249466391072e-06
"296",117,NA,9.11262429570514e-08,2.75672575395202e-06,1.25249466391072e-06
"297",119,NA,7.82832830667951e-08,1.45646949674275e-06,1.25249466391072e-06
"298",129,NA,8.21832707445038e-08,1.88545975722232e-06,4.32815429034682e-07
"299",131,NA,9.48747767609446e-08,2.06480598368125e-06,4.32815429034682e-07
"300",133,NA,6.2776338724743e-08,1.12815396499491e-06,4.32815429034682e-07
"301",135,NA,1.09540818392488e-07,2.07369403379659e-06,4.32815429034682e-07
"302",136,NA,1.71494512775791e-07,4.2771874687077e-06,4.32815429034682e-07
"303",145,NA,4.62276850112542e-08,7.32960856382801e-07,4.3069605552177e-07
"304",147,NA,9.7170520792376e-08,2.37027110917547e-06,4.3069605552177e-07
"305",151,NA,1.52371072666773e-07,3.46462649776221e-06,4.3069605552177e-07
"306",157,NA,5.67024910167715e-08,1.4907296019156e-06,4.3069605552177e-07
"307",179,NA,1.17260911267903e-07,2.86566606444772e-06,1.32976117980124e-06
"308",182,NA,1.92712587236244e-07,4.5416903908659e-06,1.32976117980124e-06
"309",188,NA,1.99336170202508e-07,5.94317086574993e-06,1.32976117980124e-06
"310",190,NA,1.06010005178437e-07,2.69987993470102e-06,1.32976117980124e-06
"311",193,NA,3.86253253606718e-08,8.24438231995647e-07,8.21354488676612e-06
"312",194,NA,4.29720013494908e-08,9.41305060721608e-07,8.21354488676612e-06
"313",197,NA,4.59894461583596e-08,1.30279447190767e-06,8.21354488676612e-06
"314",209,NA,1.1187523827231e-07,2.7936629417701e-06,4.39588700581737e-07
"315",215,NA,1.01674502870456e-07,2.79568382716948e-06,4.39588700581737e-07
"316",229,NA,3.88103979497944e-07,1.0398852485174e-05,3.94393583340684e-07
"317",241,NA,5.8367204768927e-08,9.96764207263651e-07,3.41314573223641e-07
"318",246,NA,1.08131466559679e-07,2.55266768555474e-06,3.41314573223641e-07
"319",247,NA,7.91469210302674e-08,2.24365922112928e-06,3.41314573223641e-07
"320",248,NA,7.63562591871133e-08,1.64718855478769e-06,3.41314573223641e-07
"321",251,NA,7.09241048357599e-08,1.76201621193395e-06,3.41314573223641e-07
"322",252,NA,3.38912065495792e-07,8.09518019721784e-06,3.41314573223641e-07
"323",267,NA,1.38231217779953e-07,2.33409985059402e-06,1.03280741469942e-06
"324",278,NA,1.68393392133702e-08,4.58970521515264e-07,7.16843995741495e-07
"325",280,NA,1.24445270886439e-08,3.36534887496306e-07,7.16843995741495e-07
"326",282,NA,5.1275041584836e-08,1.43016352513113e-06,7.16843995741495e-07
"327",283,NA,4.9281795660898e-08,9.54977713296645e-07,7.16843995741495e-07
"328",284,NA,2.93316376448215e-08,4.76440113732429e-07,7.16843995741495e-07
"329",285,NA,6.10560483963041e-08,1.10126433899912e-06,7.16843995741495e-07
"330",288,NA,2.41219523164679e-08,5.93512938243995e-07,7.16843995741495e-07
"331",289,NA,2.18019133824809e-08,5.7871056034936e-07,1.28061524791371e-07
"332",291,NA,1.30055027684975e-08,2.85503946590405e-07,1.28061524791371e-07
"333",293,NA,4.60285282985009e-08,8.52210857318e-07,1.28061524791371e-07
"334",297,NA,3.23224921480631e-08,6.95086495200556e-07,1.28061524791371e-07
"335",301,NA,8.65527044106164e-09,2.17363720842128e-07,1.28061524791371e-07
"336",310,NA,8.01842116566343e-08,1.97893585718953e-06,1.49156677121901e-07
"337",311,NA,4.64676053770979e-08,1.31921020851977e-06,1.49156677121901e-07
"338",312,NA,3.29196303508132e-08,6.74941312230986e-07,1.49156677121901e-07
"339",316,NA,3.89224725195564e-08,8.79334608924221e-07,1.49156677121901e-07
"340",320,NA,8.37021342419355e-08,2.02582817133927e-06,1.49156677121901e-07
"341",324,NA,3.35342920245602e-08,1.03974109547789e-06,7.57298688138652e-07
"342",326,NA,5.41149174442351e-08,1.36800828787142e-06,7.57298688138652e-07
"343",339,NA,1.60735003199115e-08,2.10356449219034e-07,5.88279438308119e-07
"344",340,NA,2.2904684732837e-08,6.5460484243096e-07,9.76936879107228e-07
"345",347,NA,2.72619424252711e-08,7.97943247800035e-07,9.76936879107228e-07
"346",348,NA,6.1124725533258e-08,1.12515019864078e-06,9.76936879107228e-07
"347",350,NA,6.04464694577496e-08,1.38824921953248e-06,9.76936879107228e-07
"348",351,NA,1.80447963062532e-07,2.54397159039225e-06,9.76936879107228e-07
"349",356,NA,3.767884240929e-08,7.68007073764719e-07,6.21443159203564e-07
"350",357,NA,2.6674993008496e-08,6.33143396317107e-07,6.21443159203564e-07
"351",358,NA,1.07736654744568e-08,3.07977877484823e-07,6.21443159203564e-07
"352",359,NA,4.82939002792158e-08,1.29061112927375e-06,6.21443159203564e-07
"353",360,NA,2.47625956649713e-08,8.16635033507893e-07,6.21443159203564e-07
"354",361,NA,2.98654967147343e-08,4.37329975071529e-07,6.21443159203564e-07
"355",364,NA,3.02798534021126e-08,8.36018860977358e-07,6.21443159203564e-07
"356",365,NA,1.66052941362213e-08,6.09967581002755e-07,6.21443159203564e-07
"357",368,NA,4.6081250398825e-08,1.29817777374035e-06,6.21443159203564e-07
"358",370,NA,7.22067241789327e-08,1.4226380386225e-06,9.25740689384533e-07
"359",374,NA,6.62593447022935e-08,1.57452208668761e-06,9.25740689384533e-07
"360",375,NA,2.43256763417954e-08,4.59683820569726e-07,9.25740689384533e-07
"361",378,NA,2.55523592139787e-08,8.86091963253171e-07,9.25740689384533e-07
"362",380,NA,1.10751480759197e-07,2.96237798855666e-06,9.25740689384533e-07
"363",389,NA,1.07222509007769e-07,2.31975283986899e-06,5.88279438308119e-07
"364",390,NA,4.5523583930397e-08,1.10585733119777e-06,5.88279438308119e-07
"365",399,NA,1.56958537815616e-08,3.89186811224046e-07,5.88279438308119e-07
"366",401,NA,4.75697651245354e-08,2.06765581748856e-06,1.79829599840649e-07
"367",402,NA,4.49664769682421e-08,1.22749430051871e-06,1.79829599840649e-07
"368",403,NA,1.55809846191182e-08,2.79970076939013e-07,1.79829599840649e-07
"369",405,NA,1.28703053897595e-08,3.77059930114021e-07,1.79829599840649e-07
"370",424,NA,6.56313359840121e-08,1.02004918310988e-06,7.18262580377498e-07
"371",426,NA,1.88064782523861e-08,6.90824624158118e-07,7.18262580377498e-07
"372",435,NA,1.07272232641879e-07,1.39883341552249e-06,9.24682943203643e-07
"373",437,NA,7.31144021882873e-08,1.21200206232603e-06,9.24682943203643e-07
"374",438,NA,8.23691756389241e-08,1.38364090285487e-06,9.24682943203643e-07
"375",445,NA,6.18850503277475e-08,1.5414349449176e-06,9.24682943203643e-07
"376",446,NA,3.24638735836908e-08,7.04450080150084e-07,9.24682943203643e-07
"377",460,NA,8.93917477670481e-08,2.12147113324568e-06,1.94697453894257e-06
"378",465,NA,7.50489057335061e-08,2.10682360003401e-06,5.10216963510814e-07
"379",466,NA,5.03587390386738e-08,8.46793193364318e-07,5.10216963510814e-07
"380",475,NA,5.2245685660768e-09,1.39105347068581e-07,5.10216963510814e-07
"381",484,NA,3.67341370076725e-07,4.45245534257134e-06,2.61286003100641e-06
"382",485,NA,7.30426303822511e-08,2.06000235114942e-06,2.61286003100641e-06
"383",486,NA,2.84592581872675e-08,6.06332763649705e-07,2.61286003100641e-06
"384",500,NA,3.87710648445115e-08,6.44340566002304e-07,4.00921716844843e-06
"385",507,NA,9.75377377717777e-08,1.67859113837419e-06,4.00921716844843e-06
"386",514,NA,1.6321432580825e-07,2.77479226333387e-06,2.74290126540841e-05
"387",515,NA,1.35284503029791e-07,2.86765943381816e-06,2.74290126540841e-05
"388",520,NA,1.5506740389345e-07,3.45706556393299e-06,2.74290126540841e-05
"389",522,NA,7.25947851666826e-08,2.72714409609504e-06,2.74290126540841e-05
"390",523,NA,1.09888324965551e-07,3.02484438538091e-06,2.74290126540841e-05
"391",525,NA,9.26361611773522e-08,2.61927422268604e-06,2.74290126540841e-05
"392",531,NA,4.62456885272214e-08,7.93803981024878e-07,2.15001119135261e-06
"393",541,NA,1.35983796750244e-07,3.53999052911453e-06,2.15001119135261e-06
"394",546,NA,4.74666966651831e-08,8.45679582493099e-07,8.89052136118317e-08
"395",562,NA,2.97264164039402e-08,6.7296485474892e-07,8.42658504966697e-07
"396",565,NA,1.25387781443754e-07,3.81737695732514e-06,8.42658504966697e-07
"397",567,NA,6.35330752353406e-08,8.77891209052759e-07,8.42658504966697e-07
"398",578,NA,3.21566137327428e-09,9.1942057928741e-08,1.57475539411026e-06
"399",581,NA,3.15926743686245e-08,5.54847748538617e-07,1.57475539411026e-06
"400",582,NA,1.44889690915565e-07,2.8702937794669e-06,1.57475539411026e-06
"401",585,NA,3.21761902967623e-08,5.85555184741192e-07,1.57475539411026e-06
"402",586,NA,2.0704126460126e-08,4.73237863958736e-07,1.57475539411026e-06
"403",587,NA,1.57048787676328e-07,3.59968604329623e-06,1.57475539411026e-06
"404",601,NA,1.56903641266656e-08,2.53467859263145e-07,3.92474061416034e-07
"405",609,NA,2.26677077407624e-08,7.01060950935384e-07,1.48734790567138e-07
"406",611,NA,3.50455081325334e-08,9.02729844012375e-07,1.48734790567138e-07
"407",612,NA,2.53289106891345e-07,4.70443088348823e-06,1.48734790567138e-07
"408",613,NA,6.74014054118587e-08,1.15687834176779e-06,1.48734790567138e-07
"409",619,NA,8.42003564628362e-08,2.68433255599087e-06,1.48734790567138e-07
"410",620,NA,2.56832449862e-08,7.47158182406616e-07,1.48734790567138e-07
"411",630,NA,5.24427961779311e-08,1.29675155762875e-06,1.57227199742155e-07
"412",634,NA,3.84598413442997e-08,6.84312705100085e-07,1.57227199742155e-07
"413",638,NA,4.89246453432064e-08,9.86283431329306e-07,1.57227199742155e-07
